  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	7.110000E-8	9.329000E-7	7.621396E-2	2.478059E-1
2.250000E+0	4.360000E-8	6.474000E-7	6.734631E-2	2.137580E-1
4.500000E+0	5.040000E-8	7.271000E-7	6.931646E-2	2.224399E-1
6.750000E+0	4.330000E-8	6.610000E-7	6.550681E-2	2.088030E-1
9.000000E+0	6.300000E-8	8.532000E-7	7.383966E-2	2.429108E-1
1.125000E+1	5.860000E-8	7.851000E-7	7.464017E-2	2.442724E-1
1.350000E+1	7.910000E-8	1.009200E-6	7.837891E-2	2.627576E-1
1.575000E+1	7.530000E-8	9.633000E-7	7.816879E-2	2.553769E-1
1.800000E+1	4.000000E-8	6.255000E-7	6.394884E-2	2.114569E-1
2.025000E+1	5.020000E-8	7.281000E-7	6.894657E-2	2.332453E-1
2.250000E+1	5.380000E-8	7.800000E-7	6.897436E-2	2.293476E-1
2.475000E+1	5.320000E-8	7.886000E-7	6.746132E-2	2.302546E-1
2.700000E+1	6.560000E-8	8.895000E-7	7.374930E-2	2.465568E-1
2.925000E+1	4.580000E-8	6.926000E-7	6.612763E-2	2.241829E-1
3.150000E+1	6.070000E-8	8.508000E-7	7.134462E-2	2.398863E-1
3.375000E+1	7.780000E-8	9.926000E-7	7.838001E-2	2.782060E-1
3.600000E+1	5.980000E-8	8.702000E-7	6.871983E-2	2.311949E-1
3.825000E+1	4.330000E-8	6.675000E-7	6.486891E-2	2.253763E-1
4.050000E+1	4.980000E-8	7.579000E-7	6.570788E-2	2.261702E-1
4.275000E+1	6.250000E-8	8.897000E-7	7.024840E-2	2.470667E-1
4.500000E+1	5.540000E-8	8.125000E-7	6.818462E-2	2.400395E-1
4.725000E+1	6.920000E-8	9.915000E-7	6.979324E-2	2.462016E-1
4.950000E+1	4.230000E-8	6.724000E-7	6.290898E-2	2.291310E-1
5.175000E+1	5.020000E-8	7.708000E-7	6.512714E-2	2.413363E-1
5.400000E+1	4.880000E-8	7.580000E-7	6.437995E-2	2.404247E-1
5.625000E+1	5.880000E-8	9.248000E-7	6.358131E-2	2.392143E-1
5.850000E+1	4.390000E-8	7.262000E-7	6.045167E-2	2.338720E-1
6.075000E+1	3.580000E-8	6.395000E-7	5.598124E-2	2.275401E-1
6.300000E+1	5.070000E-8	8.482000E-7	5.977364E-2	2.669022E-1
6.525000E+1	5.640000E-8	1.018200E-6	5.539187E-2	2.482983E-1
6.750000E+1	4.750000E-8	8.641000E-7	5.497049E-2	2.492858E-1
6.975000E+1	4.590000E-8	8.521000E-7	5.386692E-2	2.717629E-1
7.200000E+1	4.310000E-8	8.044000E-7	5.358031E-2	2.759987E-1
7.425000E+1	4.680000E-8	8.580000E-7	5.454545E-2	2.580222E-1
7.650000E+1	4.820000E-8	8.265000E-7	5.831821E-2	2.671681E-1
7.875000E+1	4.400000E-8	6.971000E-7	6.311863E-2	2.805862E-1
8.100000E+1	4.400000E-8	6.750000E-7	6.518519E-2	2.699143E-1
8.325000E+1	5.730000E-8	7.982000E-7	7.178652E-2	2.880452E-1
8.550000E+1	6.100000E-8	8.610000E-7	7.084785E-2	2.765041E-1
8.775000E+1	5.700000E-8	8.074000E-7	7.059698E-2	2.741326E-1
9.000000E+1	5.870000E-8	8.219000E-7	7.141988E-2	2.648649E-1
9.225000E+1	4.380000E-8	6.652000E-7	6.584486E-2	2.389188E-1
9.450000E+1	6.390000E-8	8.565000E-7	7.460595E-2	2.656057E-1
9.675000E+1	6.580000E-8	8.661000E-7	7.597275E-2	2.738157E-1
9.900000E+1	5.890000E-8	8.004000E-7	7.358821E-2	2.618242E-1
1.012500E+2	5.750000E-8	7.727000E-7	7.441439E-2	2.612972E-1
1.035000E+2	5.310000E-8	7.364000E-7	7.210755E-2	2.498998E-1
1.057500E+2	6.300000E-8	8.307000E-7	7.583965E-2	2.683627E-1
1.080000E+2	6.670000E-8	8.761000E-7	7.613286E-2	2.746239E-1
1.102500E+2	6.330000E-8	8.384000E-7	7.550095E-2	2.608487E-1
1.125000E+2	6.360000E-8	8.484000E-7	7.496464E-2	2.630264E-1
1.147500E+2	7.490000E-8	9.352000E-7	8.008982E-2	2.761141E-1
1.170000E+2	6.710000E-8	8.786000E-7	7.637150E-2	2.515076E-1
1.192500E+2	5.480000E-8	7.255000E-7	7.553411E-2	2.470565E-1
1.215000E+2	6.750000E-8	8.828000E-7	7.646126E-2	2.517762E-1
1.237500E+2	7.260000E-8	9.312000E-7	7.796392E-2	2.528636E-1
