 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	7.392000E-7	1.315000E-6	5.621293E-1
3.375000E+0	7.645000E-7	1.394000E-6	5.484218E-1
6.750000E+0	7.443000E-7	1.317000E-6	5.651481E-1
1.012500E+1	6.983000E-7	1.281000E-6	5.451210E-1
1.350000E+1	7.139000E-7	1.290000E-6	5.534109E-1
1.687500E+1	7.787000E-7	1.435000E-6	5.426481E-1
2.025000E+1	7.121000E-7	1.295000E-6	5.498842E-1
2.362500E+1	6.866000E-7	1.272000E-6	5.397799E-1
2.700000E+1	6.811000E-7	1.294000E-6	5.263524E-1
3.037500E+1	6.499000E-7	1.265000E-6	5.137549E-1
3.375000E+1	6.682000E-7	1.295000E-6	5.159846E-1
3.712500E+1	6.534000E-7	1.302000E-6	5.018433E-1
4.050000E+1	6.661000E-7	1.338000E-6	4.978326E-1
4.387500E+1	6.135000E-7	1.240000E-6	4.947581E-1
4.725000E+1	5.877000E-7	1.226000E-6	4.793638E-1
5.062500E+1	6.136000E-7	1.289000E-6	4.760279E-1
5.400000E+1	5.408000E-7	1.128000E-6	4.794326E-1
5.737500E+1	5.160000E-7	1.112000E-6	4.640288E-1
6.075000E+1	5.169000E-7	1.168000E-6	4.425514E-1
6.412500E+1	5.129000E-7	1.181000E-6	4.342930E-1
6.750000E+1	4.700000E-7	1.139000E-6	4.126427E-1
7.087500E+1	4.729000E-7	1.194000E-6	3.960637E-1
7.425000E+1	4.468000E-7	1.159000E-6	3.855047E-1
7.762500E+1	4.613000E-7	1.285000E-6	3.589883E-1
8.100000E+1	4.538000E-7	1.357000E-6	3.344141E-1
8.437500E+1	4.149000E-7	1.306000E-6	3.176876E-1
8.775000E+1	3.888000E-7	1.329000E-6	2.925508E-1
9.112500E+1	3.533000E-7	1.372000E-6	2.575073E-1
9.450000E+1	3.182000E-7	1.326000E-6	2.399698E-1
9.787500E+1	2.652000E-7	1.237000E-6	2.143897E-1
1.012500E+2	2.418000E-7	1.381000E-6	1.750905E-1
1.046250E+2	2.053000E-7	1.415000E-6	1.450883E-1
1.080000E+2	1.572000E-7	1.253000E-6	1.254589E-1
1.113750E+2	1.287000E-7	1.270000E-6	1.013386E-1
1.147500E+2	1.062000E-7	1.321000E-6	8.039364E-2
1.181250E+2	9.520000E-8	1.236000E-6	7.702265E-2
1.215000E+2	1.097000E-7	1.255000E-6	8.741036E-2
1.248750E+2	1.353000E-7	1.295000E-6	1.044788E-1
1.282500E+2	1.635000E-7	1.331000E-6	1.228400E-1
1.316250E+2	1.945000E-7	1.269000E-6	1.532703E-1
1.350000E+2	2.291000E-7	1.289000E-6	1.777347E-1
1.383750E+2	2.611000E-7	1.287000E-6	2.028749E-1
1.417500E+2	3.012000E-7	1.317000E-6	2.287016E-1
1.451250E+2	3.254000E-7	1.267000E-6	2.568272E-1
1.485000E+2	3.402000E-7	1.207000E-6	2.818558E-1
1.518750E+2	3.679000E-7	1.164000E-6	3.160653E-1
1.552500E+2	3.913000E-7	1.201000E-6	3.258118E-1
1.586250E+2	4.365000E-7	1.278000E-6	3.415493E-1
1.620000E+2	4.663000E-7	1.327000E-6	3.513941E-1
1.653750E+2	4.992000E-7	1.325000E-6	3.767547E-1
1.687500E+2	4.899000E-7	1.238000E-6	3.957189E-1
1.721250E+2	5.132000E-7	1.261000E-6	4.069786E-1
1.755000E+2	5.034000E-7	1.167000E-6	4.313625E-1
1.788750E+2	4.828000E-7	1.054000E-6	4.580645E-1
1.822500E+2	5.163000E-7	1.184000E-6	4.360642E-1
1.856250E+2	4.800000E-7	9.990000E-7	4.804805E-1
1.890000E+2	5.900000E-7	1.234000E-6	4.781199E-1
1.923750E+2	5.847000E-7	1.204000E-6	4.856312E-1
1.957500E+2	6.170000E-7	1.257000E-6	4.908512E-1
1.991250E+2	6.281000E-7	1.253000E-6	5.012769E-1
2.025000E+2	6.688000E-7	1.295000E-6	5.164479E-1
2.058750E+2	6.468000E-7	1.223000E-6	5.288635E-1
2.092500E+2	6.213000E-7	1.146000E-6	5.421466E-1
2.126250E+2	6.048000E-7	1.103000E-6	5.483228E-1
2.160000E+2	6.018000E-7	1.100000E-6	5.470909E-1
2.193750E+2	6.048000E-7	1.092000E-6	5.538462E-1
2.227500E+2	6.122000E-7	1.108000E-6	5.525271E-1
2.261250E+2	6.379000E-7	1.131000E-6	5.640141E-1
2.295000E+2	6.648000E-7	1.164000E-6	5.711340E-1
2.328750E+2	7.119000E-7	1.248000E-6	5.704327E-1
2.362500E+2	7.097000E-7	1.231000E-6	5.765232E-1
2.396250E+2	7.326000E-7	1.260000E-6	5.814286E-1
2.430000E+2	7.430000E-7	1.274000E-6	5.832025E-1
2.463750E+2	6.764000E-7	1.158000E-6	5.841105E-1
2.497500E+2	7.387000E-7	1.266000E-6	5.834913E-1
2.531250E+2	7.365000E-7	1.232000E-6	5.978084E-1
2.565000E+2	7.704000E-7	1.303000E-6	5.912510E-1
2.598750E+2	7.934000E-7	1.333000E-6	5.951988E-1
2.632500E+2	7.314000E-7	1.230000E-6	5.946341E-1
2.666250E+2	7.561000E-7	1.253000E-6	6.034318E-1
