 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	6.260000E-7	1.371000E-6	4.566010E-1
3.375000E+0	6.244000E-7	1.375000E-6	4.541091E-1
6.750000E+0	6.375000E-7	1.390000E-6	4.586331E-1
1.012500E+1	6.173000E-7	1.362000E-6	4.532305E-1
1.350000E+1	5.557000E-7	1.252000E-6	4.438498E-1
1.687500E+1	5.776000E-7	1.313000E-6	4.399086E-1
2.025000E+1	6.342000E-7	1.451000E-6	4.370779E-1
2.362500E+1	6.377000E-7	1.460000E-6	4.367808E-1
2.700000E+1	6.441000E-7	1.479000E-6	4.354970E-1
3.037500E+1	5.778000E-7	1.319000E-6	4.380591E-1
3.375000E+1	5.381000E-7	1.264000E-6	4.257120E-1
3.712500E+1	5.961000E-7	1.379000E-6	4.322698E-1
4.050000E+1	5.413000E-7	1.286000E-6	4.209176E-1
4.387500E+1	5.388000E-7	1.312000E-6	4.106707E-1
4.725000E+1	5.509000E-7	1.346000E-6	4.092868E-1
5.062500E+1	5.444000E-7	1.365000E-6	3.988278E-1
5.400000E+1	4.851000E-7	1.203000E-6	4.032419E-1
5.737500E+1	5.275000E-7	1.361000E-6	3.875827E-1
6.075000E+1	5.321000E-7	1.404000E-6	3.789886E-1
6.412500E+1	5.711000E-7	1.560000E-6	3.660897E-1
6.750000E+1	4.690000E-7	1.298000E-6	3.613251E-1
7.087500E+1	4.862000E-7	1.402000E-6	3.467903E-1
7.425000E+1	4.996000E-7	1.512000E-6	3.304233E-1
7.762500E+1	4.298000E-7	1.295000E-6	3.318919E-1
8.100000E+1	4.052000E-7	1.260000E-6	3.215873E-1
8.437500E+1	4.046000E-7	1.362000E-6	2.970631E-1
8.775000E+1	3.902000E-7	1.413000E-6	2.761500E-1
9.112500E+1	3.658000E-7	1.442000E-6	2.536755E-1
9.450000E+1	2.920000E-7	1.208000E-6	2.417219E-1
9.787500E+1	2.762000E-7	1.285000E-6	2.149416E-1
1.012500E+2	2.486000E-7	1.323000E-6	1.879063E-1
1.046250E+2	2.165000E-7	1.317000E-6	1.643888E-1
1.080000E+2	1.750000E-7	1.280000E-6	1.367187E-1
1.113750E+2	1.455000E-7	1.297000E-6	1.121820E-1
1.147500E+2	1.199000E-7	1.297000E-6	9.244410E-2
1.181250E+2	1.074000E-7	1.254000E-6	8.564593E-2
1.215000E+2	1.051000E-7	1.160000E-6	9.060345E-2
1.248750E+2	1.408000E-7	1.437000E-6	9.798191E-2
1.282500E+2	1.635000E-7	1.245000E-6	1.313253E-1
1.316250E+2	1.941000E-7	1.237000E-6	1.569119E-1
1.350000E+2	2.661000E-7	1.494000E-6	1.781124E-1
1.383750E+2	2.843000E-7	1.366000E-6	2.081259E-1
1.417500E+2	3.010000E-7	1.291000E-6	2.331526E-1
1.451250E+2	3.290000E-7	1.278000E-6	2.574335E-1
1.485000E+2	3.879000E-7	1.423000E-6	2.725931E-1
1.518750E+2	4.051000E-7	1.386000E-6	2.922799E-1
1.552500E+2	4.053000E-7	1.321000E-6	3.068130E-1
1.586250E+2	4.385000E-7	1.345000E-6	3.260223E-1
1.620000E+2	4.275000E-7	1.241000E-6	3.444803E-1
1.653750E+2	4.695000E-7	1.316000E-6	3.567629E-1
1.687500E+2	4.470000E-7	1.203000E-6	3.715711E-1
1.721250E+2	4.449000E-7	1.179000E-6	3.773537E-1
1.755000E+2	4.508000E-7	1.159000E-6	3.889560E-1
1.788750E+2	5.074000E-7	1.318000E-6	3.849772E-1
1.822500E+2	5.689000E-7	1.428000E-6	3.983894E-1
1.856250E+2	5.576000E-7	1.389000E-6	4.014399E-1
1.890000E+2	5.250000E-7	1.269000E-6	4.137116E-1
1.923750E+2	4.821000E-7	1.153000E-6	4.181266E-1
1.957500E+2	5.279000E-7	1.249000E-6	4.226581E-1
1.991250E+2	5.011000E-7	1.189000E-6	4.214466E-1
2.025000E+2	5.480000E-7	1.255000E-6	4.366534E-1
2.058750E+2	6.549000E-7	1.518000E-6	4.314229E-1
2.092500E+2	6.085000E-7	1.395000E-6	4.362007E-1
2.126250E+2	5.370000E-7	1.191000E-6	4.508816E-1
2.160000E+2	6.078000E-7	1.356000E-6	4.482301E-1
2.193750E+2	6.300000E-7	1.421000E-6	4.433498E-1
2.227500E+2	5.409000E-7	1.194000E-6	4.530151E-1
2.261250E+2	6.830000E-7	1.496000E-6	4.565508E-1
2.295000E+2	5.914000E-7	1.276000E-6	4.634796E-1
2.328750E+2	6.261000E-7	1.331000E-6	4.703982E-1
2.362500E+2	5.992000E-7	1.297000E-6	4.619892E-1
2.396250E+2	6.703000E-7	1.440000E-6	4.654861E-1
2.430000E+2	4.989000E-7	1.064000E-6	4.688910E-1
2.463750E+2	5.180000E-7	1.094000E-6	4.734918E-1
2.497500E+2	5.933000E-7	1.717000E-6	3.455446E-1
2.531250E+2	5.667000E-7	1.194000E-6	4.746231E-1
2.565000E+2	5.519000E-7	1.185000E-6	4.657384E-1
2.598750E+2	5.398000E-7	1.142000E-6	4.726795E-1
2.632500E+2	5.193000E-7	1.093000E-6	4.751144E-1
2.666250E+2	5.716000E-7	1.192000E-6	4.795302E-1
