  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	9.400000E-8	9.564000E-7	9.828524E-2	2.104223E-1
2.250000E+0	1.543000E-7	1.486600E-6	1.037939E-1	2.206897E-1
4.500000E+0	1.384000E-7	1.308000E-6	1.058104E-1	2.265999E-1
6.750000E+0	1.218000E-7	1.205900E-6	1.010034E-1	2.153884E-1
9.000000E+0	9.580000E-8	9.296000E-7	1.030551E-1	2.239988E-1
1.125000E+1	1.231000E-7	1.201200E-6	1.024809E-1	2.212644E-1
1.350000E+1	1.405000E-7	1.326000E-6	1.059578E-1	2.299443E-1
1.575000E+1	1.173000E-7	1.135500E-6	1.033025E-1	2.282846E-1
1.800000E+1	8.930000E-8	9.437000E-7	9.462753E-2	2.055884E-1
2.025000E+1	1.137000E-7	1.071800E-6	1.060832E-1	2.268056E-1
2.250000E+1	1.155000E-7	1.123800E-6	1.027763E-1	2.226160E-1
2.475000E+1	1.413000E-7	1.338900E-6	1.055344E-1	2.374163E-1
2.700000E+1	1.183000E-7	1.142900E-6	1.035086E-1	2.276539E-1
2.925000E+1	1.848000E-7	1.708600E-6	1.081587E-1	2.428635E-1
3.150000E+1	1.189000E-7	1.150200E-6	1.033733E-1	2.259031E-1
3.375000E+1	1.206000E-7	1.164900E-6	1.035282E-1	2.300847E-1
3.600000E+1	1.308000E-7	1.284700E-6	1.018137E-1	2.290114E-1
3.825000E+1	1.417000E-7	1.385600E-6	1.022662E-1	2.258633E-1
4.050000E+1	1.029000E-7	1.001300E-6	1.027664E-1	2.261548E-1
4.275000E+1	1.135000E-7	1.143900E-6	9.922196E-2	2.229065E-1
4.500000E+1	1.169000E-7	1.208200E-6	9.675550E-2	2.155580E-1
4.725000E+1	1.383000E-7	1.469600E-6	9.410724E-2	2.116356E-1
4.950000E+1	1.212000E-7	1.295700E-6	9.354017E-2	2.139336E-1
5.175000E+1	1.068000E-7	1.197800E-6	8.916347E-2	2.101193E-1
5.400000E+1	1.215000E-7	1.402900E-6	8.660632E-2	1.988132E-1
5.625000E+1	1.111000E-7	1.299000E-6	8.552733E-2	1.990615E-1
5.850000E+1	1.076000E-7	1.361900E-6	7.900727E-2	1.870999E-1
6.075000E+1	7.020000E-8	8.770000E-7	8.004561E-2	2.034763E-1
6.300000E+1	8.500000E-8	1.143200E-6	7.435269E-2	1.962098E-1
6.525000E+1	7.690000E-8	1.140200E-6	6.744431E-2	1.889087E-1
6.750000E+1	7.570000E-8	1.269300E-6	5.963917E-2	1.646399E-1
6.975000E+1	6.790000E-8	1.160700E-6	5.849918E-2	1.631793E-1
7.200000E+1	5.990000E-8	1.008600E-6	5.938925E-2	1.733501E-1
7.425000E+1	6.880000E-8	1.353300E-6	5.083869E-2	1.484835E-1
7.650000E+1	5.800000E-8	9.052000E-7	6.407424E-2	1.648476E-1
7.875000E+1	5.940000E-8	7.319000E-7	8.115863E-2	2.137533E-1
8.100000E+1	8.450000E-8	1.098400E-6	7.693008E-2	1.826588E-1
8.325000E+1	8.450000E-8	9.332000E-7	9.054865E-2	2.121029E-1
8.550000E+1	8.980000E-8	8.831000E-7	1.016872E-1	2.339473E-1
8.775000E+1	1.071000E-7	1.019400E-6	1.050618E-1	2.376549E-1
9.000000E+1	1.219000E-7	1.087200E-6	1.121229E-1	2.437465E-1
9.225000E+1	1.251000E-7	1.192600E-6	1.048969E-1	2.339642E-1
9.450000E+1	1.019000E-7	9.395000E-7	1.084619E-1	2.432452E-1
9.675000E+1	1.275000E-7	1.250500E-6	1.019592E-1	2.222343E-1
9.900000E+1	1.210000E-7	1.167400E-6	1.036491E-1	2.263246E-1
1.012500E+2	1.218000E-7	1.193500E-6	1.020528E-1	2.246370E-1
1.035000E+2	6.630000E-8	6.570000E-7	1.009132E-1	2.176619E-1
1.057500E+2	1.179000E-7	1.249400E-6	9.436530E-2	2.063182E-1
1.080000E+2	1.195000E-7	1.247300E-6	9.580694E-2	2.142686E-1
1.102500E+2	9.840000E-8	1.005100E-6	9.790071E-2	2.223788E-1
1.125000E+2	1.220000E-7	1.288800E-6	9.466170E-2	2.086741E-1
1.147500E+2	1.090000E-7	1.155300E-6	9.434779E-2	2.048195E-1
1.170000E+2	9.950000E-8	1.027500E-6	9.683698E-2	2.048787E-1
1.192500E+2	5.730000E-8	6.124000E-7	9.356630E-2	1.942822E-1
1.215000E+2	9.230000E-8	9.973000E-7	9.254988E-2	1.975138E-1
1.237500E+2	1.151000E-7	1.235700E-6	9.314559E-2	1.996186E-1
1.260000E+2	9.870000E-8	1.088300E-6	9.069190E-2	1.922279E-1
1.282500E+2	7.340000E-8	7.949000E-7	9.233866E-2	1.957601E-1
1.305000E+2	1.077000E-7	1.194800E-6	9.014061E-2	1.905454E-1
1.327500E+2	1.083000E-7	1.209900E-6	8.951153E-2	1.880168E-1
1.350000E+2	1.015000E-7	1.080200E-6	9.396408E-2	1.995322E-1
1.372500E+2	7.530000E-8	8.337000E-7	9.032026E-2	1.905969E-1
1.395000E+2	7.820000E-8	8.505000E-7	9.194591E-2	1.908488E-1
1.417500E+2	9.710000E-8	1.066500E-6	9.104548E-2	1.958968E-1
1.440000E+2	9.250000E-8	9.980000E-7	9.268537E-2	1.937740E-1
1.462500E+2	6.580000E-8	7.355000E-7	8.946295E-2	1.860486E-1
1.485000E+2	7.930000E-8	8.740000E-7	9.073227E-2	1.913897E-1
1.507500E+2	6.840000E-8	7.135000E-7	9.586545E-2	2.032744E-1
1.530000E+2	7.810000E-8	8.696000E-7	8.981141E-2	1.912503E-1
1.552500E+2	1.096000E-7	1.250600E-6	8.763793E-2	1.837983E-1
1.575000E+2	9.170000E-8	9.967000E-7	9.200361E-2	1.931662E-1
1.597500E+2	5.650000E-8	6.366000E-7	8.875275E-2	1.844723E-1
1.620000E+2	1.192000E-7	1.300000E-6	9.169231E-2	1.896633E-1
1.642500E+2	8.440000E-8	9.109000E-7	9.265562E-2	1.952484E-1
1.665000E+2	1.315000E-7	1.457000E-6	9.025395E-2	1.933562E-1
1.687500E+2	9.770000E-8	1.057700E-6	9.237024E-2	1.939667E-1
1.710000E+2	7.060000E-8	8.031000E-7	8.790935E-2	1.830040E-1
1.732500E+2	1.099000E-7	1.183400E-6	9.286801E-2	1.931269E-1
1.755000E+2	1.040000E-7	1.106800E-6	9.396458E-2	1.928714E-1
1.777500E+2	1.111000E-7	1.211400E-6	9.171207E-2	1.938086E-1
