  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	2.602000E-7	1.282000E-6	2.029641E-1	3.140677E-1
3.375000E+0	2.567000E-7	1.265000E-6	2.029249E-1	3.148751E-1
6.750000E+0	2.537000E-7	1.276000E-6	1.988245E-1	3.099245E-1
1.012500E+1	2.683000E-7	1.344000E-6	1.996280E-1	3.163336E-1
1.350000E+1	2.632000E-7	1.307000E-6	2.013772E-1	3.202274E-1
1.687500E+1	2.513000E-7	1.271000E-6	1.977183E-1	3.168306E-1
2.025000E+1	2.660000E-7	1.358000E-6	1.958763E-1	3.184960E-1
2.362500E+1	2.477000E-7	1.265000E-6	1.958103E-1	3.164147E-1
2.700000E+1	2.577000E-7	1.323000E-6	1.947846E-1	3.268694E-1
3.037500E+1	2.445000E-7	1.271000E-6	1.923682E-1	3.228659E-1
3.375000E+1	2.429000E-7	1.274000E-6	1.906593E-1	3.210094E-1
3.712500E+1	2.345000E-7	1.231000E-6	1.904955E-1	3.261859E-1
4.050000E+1	2.275000E-7	1.214000E-6	1.873970E-1	3.341375E-1
4.387500E+1	2.218000E-7	1.212000E-6	1.830033E-1	3.279194E-1
4.725000E+1	2.161000E-7	1.209000E-6	1.787428E-1	3.231845E-1
5.062500E+1	2.084000E-7	1.201000E-6	1.735221E-1	3.176237E-1
5.400000E+1	2.069000E-7	1.229000E-6	1.683483E-1	3.162877E-1
5.737500E+1	2.046000E-7	1.227000E-6	1.667482E-1	3.192997E-1
6.075000E+1	2.038000E-7	1.274000E-6	1.599686E-1	3.127576E-1
6.412500E+1	1.942000E-7	1.270000E-6	1.529134E-1	3.132964E-1
6.750000E+1	1.808000E-7	1.241000E-6	1.456890E-1	3.180991E-1
7.087500E+1	1.707000E-7	1.244000E-6	1.372186E-1	3.146331E-1
7.425000E+1	1.556800E-7	1.161000E-6	1.340913E-1	3.168233E-1
7.762500E+1	1.498200E-7	1.207000E-6	1.241259E-1	3.111591E-1
8.100000E+1	1.456900E-7	1.332000E-6	1.093769E-1	2.880265E-1
8.437500E+1	1.275500E-7	1.271000E-6	1.003541E-1	2.783107E-1
8.775000E+1	1.148700E-7	1.289000E-6	8.911559E-2	2.662140E-1
9.112500E+1	9.844000E-8	1.284000E-6	7.666667E-2	2.491323E-1
9.450000E+1	8.176000E-8	1.281000E-6	6.382514E-2	2.472214E-1
9.787500E+1	6.745000E-8	1.349000E-6	5.000000E-2	2.175523E-1
1.012500E+2	5.457000E-8	1.315000E-6	4.149810E-2	2.080396E-1
1.046250E+2	4.327000E-8	1.314000E-6	3.292998E-2	1.994102E-1
1.080000E+2	3.662000E-8	1.282000E-6	2.856474E-2	2.217420E-1
1.113750E+2	2.743000E-8	1.309000E-6	2.095493E-2	2.061042E-1
1.147500E+2	1.699000E-8	1.298000E-6	1.308937E-2	1.576568E-1
1.181250E+2	1.179000E-8	1.289000E-6	9.146625E-3	1.071364E-1
1.215000E+2	1.273000E-8	1.251000E-6	1.017586E-2	9.535043E-2
1.248750E+2	1.536000E-8	1.242000E-6	1.236715E-2	9.642058E-2
1.282500E+2	2.412000E-8	1.214000E-6	1.986820E-2	1.255288E-1
1.316250E+2	4.176000E-8	1.277000E-6	3.270164E-2	1.691046E-1
1.350000E+2	6.230000E-8	1.305000E-6	4.773946E-2	2.064498E-1
1.383750E+2	8.029000E-8	1.294000E-6	6.204791E-2	2.413797E-1
1.417500E+2	9.741000E-8	1.238000E-6	7.868336E-2	2.605748E-1
