  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	4.060000E-8	1.019200E-6	3.983516E-2	1.771978E-1
2.250000E+0	3.960000E-8	1.013000E-6	3.909181E-2	1.733446E-1
4.500000E+0	3.960000E-8	1.013900E-6	3.905711E-2	1.737743E-1
6.750000E+0	4.530000E-8	1.044300E-6	4.337834E-2	1.918520E-1
9.000000E+0	4.530000E-8	1.043600E-6	4.340744E-2	1.901103E-1
1.125000E+1	4.550000E-8	1.049300E-6	4.336224E-2	1.912167E-1
1.350000E+1	4.380000E-8	1.037000E-6	4.223722E-2	1.861930E-1
1.575000E+1	4.440000E-8	1.041400E-6	4.263491E-2	1.875570E-1
1.800000E+1	4.050000E-8	1.003500E-6	4.035874E-2	1.777502E-1
2.025000E+1	4.430000E-8	1.036600E-6	4.273587E-2	1.890868E-1
2.250000E+1	4.470000E-8	1.039500E-6	4.300144E-2	1.896100E-1
2.475000E+1	4.860000E-8	1.057600E-6	4.595310E-2	1.982347E-1
2.700000E+1	4.160000E-8	1.015600E-6	4.096101E-2	1.788521E-1
2.925000E+1	4.440000E-8	1.043000E-6	4.256951E-2	1.855520E-1
3.150000E+1	4.470000E-8	1.041200E-6	4.293123E-2	1.839360E-1
3.375000E+1	4.310000E-8	1.024700E-6	4.206109E-2	1.821359E-1
3.600000E+1	4.080000E-8	1.016200E-6	4.014958E-2	1.754101E-1
3.825000E+1	3.980000E-8	1.008900E-6	3.944890E-2	1.720415E-1
4.050000E+1	4.500000E-8	1.036200E-6	4.342791E-2	1.872851E-1
4.275000E+1	4.200000E-8	1.021300E-6	4.112406E-2	1.826365E-1
4.500000E+1	4.200000E-8	1.017300E-6	4.128576E-2	1.808362E-1
4.725000E+1	4.150000E-8	1.020400E-6	4.067033E-2	1.767883E-1
4.950000E+1	4.260000E-8	1.033800E-6	4.120720E-2	1.784633E-1
5.175000E+1	4.160000E-8	1.035500E-6	4.017383E-2	1.840251E-1
5.400000E+1	4.070000E-8	1.024700E-6	3.971894E-2	1.795469E-1
5.625000E+1	3.750000E-8	1.014400E-6	3.696767E-2	1.659261E-1
5.850000E+1	3.550000E-8	1.015100E-6	3.497192E-2	1.566815E-1
6.075000E+1	3.290000E-8	1.019600E-6	3.226756E-2	1.469840E-1
6.300000E+1	3.040000E-8	1.030400E-6	2.950311E-2	1.371948E-1
6.525000E+1	2.730000E-8	1.022400E-6	2.670188E-2	1.279423E-1
6.750000E+1	2.430000E-8	1.023900E-6	2.373279E-2	1.200819E-1
6.975000E+1	2.110000E-8	1.049500E-6	2.010481E-2	1.079900E-1
7.200000E+1	2.000000E-8	1.013500E-6	1.973360E-2	1.154496E-1
7.425000E+1	2.210000E-8	1.017700E-6	2.171563E-2	1.468424E-1
7.650000E+1	2.790000E-8	1.036200E-6	2.692530E-2	1.700103E-1
7.875000E+1	3.880000E-8	1.032700E-6	3.757141E-2	2.090717E-1
8.100000E+1	4.680000E-8	1.030200E-6	4.542807E-2	2.341258E-1
8.325000E+1	5.000000E-8	1.027000E-6	4.868549E-2	2.359831E-1
8.550000E+1	5.330000E-8	1.054300E-6	5.055487E-2	2.384861E-1
8.775000E+1	4.860000E-8	1.022800E-6	4.751662E-2	2.196842E-1
9.000000E+1	4.870000E-8	1.026200E-6	4.745664E-2	2.244159E-1
9.225000E+1	4.990000E-8	1.035800E-6	4.817532E-2	2.189042E-1
9.450000E+1	5.240000E-8	1.045500E-6	5.011956E-2	2.229276E-1
9.675000E+1	5.430000E-8	1.054400E-6	5.149848E-2	2.270316E-1
9.900000E+1	4.980000E-8	1.031400E-6	4.828389E-2	2.138640E-1
1.012500E+2	4.760000E-8	1.023500E-6	4.650708E-2	2.102598E-1
1.035000E+2	5.200000E-8	1.045800E-6	4.972270E-2	2.347293E-1
1.057500E+2	5.080000E-8	1.034600E-6	4.910110E-2	2.423423E-1
1.080000E+2	4.820000E-8	1.036400E-6	4.650714E-2	2.484628E-1
1.102500E+2	4.350000E-8	1.024700E-6	4.245145E-2	2.428799E-1
1.125000E+2	4.880000E-8	1.034300E-6	4.718167E-2	2.403772E-1
1.147500E+2	4.920000E-8	1.027800E-6	4.786924E-2	2.253581E-1
1.170000E+2	4.910000E-8	1.017200E-6	4.826976E-2	2.114104E-1
1.192500E+2	5.230000E-8	1.031300E-6	5.071269E-2	2.185287E-1
1.215000E+2	5.230000E-8	1.028200E-6	5.086559E-2	2.122224E-1
1.237500E+2	4.700000E-8	1.003400E-6	4.684074E-2	1.944440E-1
1.260000E+2	5.360000E-8	1.029900E-6	5.204389E-2	2.159277E-1
1.282500E+2	5.830000E-8	1.046900E-6	5.568822E-2	2.285014E-1
1.305000E+2	5.500000E-8	1.024400E-6	5.368996E-2	2.211150E-1
1.327500E+2	5.340000E-8	1.019600E-6	5.237348E-2	2.129587E-1
1.350000E+2	5.340000E-8	1.019700E-6	5.236834E-2	2.109403E-1
1.372500E+2	5.530000E-8	1.021500E-6	5.413607E-2	2.166295E-1
1.395000E+2	5.650000E-8	1.017000E-6	5.555556E-2	2.228836E-1
1.417500E+2	5.950000E-8	1.031700E-6	5.767180E-2	2.280688E-1
1.440000E+2	5.700000E-8	1.022200E-6	5.576208E-2	2.233836E-1
1.462500E+2	5.450000E-8	1.001700E-6	5.440751E-2	2.155513E-1
