  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	1.223000E-7	1.029000E-6	1.188533E-1	2.329498E-1
2.250000E+0	1.491000E-7	1.257000E-6	1.186158E-1	2.294481E-1
4.500000E+0	1.815000E-7	1.435000E-6	1.264808E-1	2.403414E-1
6.750000E+0	2.041000E-7	1.806000E-6	1.130122E-1	2.145681E-1
9.000000E+0	2.382000E-7	2.029000E-6	1.173977E-1	2.292018E-1
1.125000E+1	6.470000E-8	4.920000E-7	1.315041E-1	2.489352E-1
1.350000E+1	9.630000E-8	7.990000E-7	1.205257E-1	2.238809E-1
1.575000E+1	1.394000E-7	1.112000E-6	1.253597E-1	2.468923E-1
1.800000E+1	5.220000E-8	4.360000E-7	1.197248E-1	2.444979E-1
2.025000E+1	1.523000E-7	1.243000E-6	1.225261E-1	2.528753E-1
2.250000E+1	1.752000E-7	1.472000E-6	1.190217E-1	2.406005E-1
2.475000E+1	1.764000E-7	1.495000E-6	1.179933E-1	2.235827E-1
2.700000E+1	2.331000E-7	2.157000E-6	1.080668E-1	2.238456E-1
2.925000E+1	1.688000E-7	1.446000E-6	1.167358E-1	2.477743E-1
3.150000E+1	1.511000E-7	1.289000E-6	1.172227E-1	2.305317E-1
3.375000E+1	1.213000E-7	9.180000E-7	1.321351E-1	2.800398E-1
3.600000E+1	1.956000E-7	1.642000E-6	1.191230E-1	2.594100E-1
3.825000E+1	1.236000E-7	1.005000E-6	1.229851E-1	2.728068E-1
4.050000E+1	1.808000E-7	1.603000E-6	1.127885E-1	2.349699E-1
4.275000E+1	1.205000E-7	1.034000E-6	1.165377E-1	2.520440E-1
4.500000E+1	5.780000E-8	4.840000E-7	1.194215E-1	2.580058E-1
4.725000E+1	1.791000E-7	1.636000E-6	1.094743E-1	2.519866E-1
4.950000E+1	1.468000E-7	1.327000E-6	1.106255E-1	2.519456E-1
5.175000E+1	1.677000E-7	1.486000E-6	1.128533E-1	2.415995E-1
5.400000E+1	1.955000E-7	1.872000E-6	1.044338E-1	2.303275E-1
5.625000E+1	1.372000E-7	1.308000E-6	1.048930E-1	2.560446E-1
5.850000E+1	1.330000E-7	1.266000E-6	1.050553E-1	2.532755E-1
6.075000E+1	1.671000E-7	1.649000E-6	1.013341E-1	2.410495E-1
6.300000E+1	1.691000E-7	1.701000E-6	9.941211E-2	2.277259E-1
6.525000E+1	1.837000E-7	1.921000E-6	9.562728E-2	2.576822E-1
6.750000E+1	1.003000E-7	9.770000E-7	1.026612E-1	2.751268E-1
6.975000E+1	1.345000E-7	1.303000E-6	1.032233E-1	2.815841E-1
7.200000E+1	1.500000E-7	1.651000E-6	9.085403E-2	2.270957E-1
7.425000E+1	1.355000E-7	1.473000E-6	9.198914E-2	2.471168E-1
7.650000E+1	1.353000E-7	1.452000E-6	9.318182E-2	2.577116E-1
7.875000E+1	9.650000E-8	9.990000E-7	9.659660E-2	2.391260E-1
8.100000E+1	1.561000E-7	1.981000E-6	7.879859E-2	2.300642E-1
8.325000E+1	5.940000E-8	6.290000E-7	9.443561E-2	2.694916E-1
8.550000E+1	9.710000E-8	1.082000E-6	8.974122E-2	2.713183E-1
8.775000E+1	5.090000E-8	5.430000E-7	9.373849E-2	3.060818E-1
9.000000E+1	1.407000E-7	2.189000E-6	6.427593E-2	2.050260E-1
9.225000E+1	1.188000E-7	1.776000E-6	6.689189E-2	2.124587E-1
9.450000E+1	1.021000E-7	1.664000E-6	6.135817E-2	2.262171E-1
9.675000E+1	8.470000E-8	1.255000E-6	6.749004E-2	2.731166E-1
9.900000E+1	8.100000E-8	1.363000E-6	5.942773E-2	2.077261E-1
1.012500E+2	6.250000E-8	1.040000E-6	6.009615E-2	1.953186E-1
1.035000E+2	8.000000E-8	1.776000E-6	4.504505E-2	1.822078E-1
1.057500E+2	7.900000E-8	2.297000E-6	3.439269E-2	1.558672E-1
1.080000E+2	6.080000E-8	1.838000E-6	3.307943E-2	1.536728E-1
1.102500E+2	4.950000E-8	1.611000E-6	3.072626E-2	1.918063E-1
1.125000E+2	4.370000E-8	1.615000E-6	2.705882E-2	2.186648E-1
1.147500E+2	3.770000E-8	1.622000E-6	2.324291E-2	1.539876E-1
1.170000E+2	2.950000E-8	1.463000E-6	2.016405E-2	1.716037E-1
1.192500E+2	2.470000E-8	1.593000E-6	1.550534E-2	1.846452E-1
1.215000E+2	1.640000E-8	1.327000E-6	1.235870E-2	1.541586E-1
1.237500E+2	1.750000E-8	1.507000E-6	1.161248E-2	1.009131E-1
1.260000E+2	1.940000E-8	1.512000E-6	1.283069E-2	1.093180E-1
1.282500E+2	2.330000E-8	1.365000E-6	1.706960E-2	1.770625E-1
1.305000E+2	2.090000E-8	6.140000E-7	3.403909E-2	2.307519E-1
1.327500E+2	3.760000E-8	1.340000E-6	2.805970E-2	1.732413E-1
1.350000E+2	3.780000E-8	1.007000E-6	3.753724E-2	1.631448E-1
1.372500E+2	5.830000E-8	1.660000E-6	3.512048E-2	1.889393E-1
1.395000E+2	7.390000E-8	1.953000E-6	3.783922E-2	1.607442E-1
1.417500E+2	5.010000E-8	8.440000E-7	5.936019E-2	2.720191E-1
1.440000E+2	6.040000E-8	1.093000E-6	5.526075E-2	2.119978E-1
1.462500E+2	6.220000E-8	9.210000E-7	6.753529E-2	2.219207E-1
1.485000E+2	9.390000E-8	1.545000E-6	6.077670E-2	2.014363E-1
1.507500E+2	8.840000E-8	1.266000E-6	6.982622E-2	2.010897E-1
1.530000E+2	1.028000E-7	1.396000E-6	7.363897E-2	2.007854E-1
1.552500E+2	7.790000E-8	1.032000E-6	7.548450E-2	2.320427E-1
1.575000E+2	9.090000E-8	1.085000E-6	8.377880E-2	1.917762E-1
1.597500E+2	6.990000E-8	7.000000E-7	9.985714E-2	2.852070E-1
1.620000E+2	1.370000E-7	1.611000E-6	8.504035E-2	2.109415E-1
1.642500E+2	1.472000E-7	1.728000E-6	8.518519E-2	2.324225E-1
1.665000E+2	1.019000E-7	1.072000E-6	9.505597E-2	2.677140E-1
1.687500E+2	1.227000E-7	1.381000E-6	8.884866E-2	2.574287E-1
1.710000E+2	1.517000E-7	1.642000E-6	9.238733E-2	2.475450E-1
1.732500E+2	8.570000E-8	8.870000E-7	9.661781E-2	2.345232E-1
1.755000E+2	1.849000E-7	2.043000E-6	9.050416E-2	2.205689E-1
1.777500E+2	1.554000E-7	1.659000E-6	9.367089E-2	2.484301E-1
1.800000E+2	2.603000E-7	2.917000E-6	8.923552E-2	2.138196E-1
