 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	4.683000E-7	1.002600E-6	4.670856E-1
2.250000E+0	4.571000E-7	9.719000E-7	4.703159E-1
4.500000E+0	3.539000E-7	7.579000E-7	4.669481E-1
6.750000E+0	4.959000E-7	1.057500E-6	4.689362E-1
9.000000E+0	5.807000E-7	1.262200E-6	4.600697E-1
1.125000E+1	4.526000E-7	9.772000E-7	4.631600E-1
1.350000E+1	5.119000E-7	1.110900E-6	4.607976E-1
1.575000E+1	5.170000E-7	1.142500E-6	4.525164E-1
1.800000E+1	4.461000E-7	9.692000E-7	4.602765E-1
2.025000E+1	5.261000E-7	1.124800E-6	4.677276E-1
2.250000E+1	6.234000E-7	1.350300E-6	4.616752E-1
2.475000E+1	5.848000E-7	1.315600E-6	4.445120E-1
2.700000E+1	6.686000E-7	1.470500E-6	4.546753E-1
2.925000E+1	5.423000E-7	1.217700E-6	4.453478E-1
3.150000E+1	4.916000E-7	1.074300E-6	4.576003E-1
3.375000E+1	5.215000E-7	1.159000E-6	4.499569E-1
3.600000E+1	6.975000E-7	1.568900E-6	4.445790E-1
3.825000E+1	5.336000E-7	1.178500E-6	4.527790E-1
4.050000E+1	4.789000E-7	1.053900E-6	4.544074E-1
4.275000E+1	4.774000E-7	1.072500E-6	4.451282E-1
4.500000E+1	5.082000E-7	1.132200E-6	4.488606E-1
4.725000E+1	5.565000E-7	1.251500E-6	4.446664E-1
4.950000E+1	5.974000E-7	1.366300E-6	4.372393E-1
5.175000E+1	5.912000E-7	1.393200E-6	4.243468E-1
5.400000E+1	4.611000E-7	1.058500E-6	4.356164E-1
5.625000E+1	4.541000E-7	1.056900E-6	4.296528E-1
5.850000E+1	3.860000E-7	9.141000E-7	4.222733E-1
6.075000E+1	4.928000E-7	1.252700E-6	3.933903E-1
6.300000E+1	4.827000E-7	1.273800E-6	3.789449E-1
6.525000E+1	4.381000E-7	1.227100E-6	3.570206E-1
6.750000E+1	3.797000E-7	1.048200E-6	3.622400E-1
6.975000E+1	3.500000E-7	9.763000E-7	3.584964E-1
7.200000E+1	3.464000E-7	1.011100E-6	3.425972E-1
7.425000E+1	3.656000E-7	1.067800E-6	3.423862E-1
7.650000E+1	3.326000E-7	8.557000E-7	3.886876E-1
7.875000E+1	4.560000E-7	1.201000E-6	3.796836E-1
8.100000E+1	4.031000E-7	9.571000E-7	4.211681E-1
8.325000E+1	4.696000E-7	1.100000E-6	4.269091E-1
8.550000E+1	4.580000E-7	1.053700E-6	4.346588E-1
8.775000E+1	4.316000E-7	9.763000E-7	4.420772E-1
9.000000E+1	4.272000E-7	9.287000E-7	4.599978E-1
9.225000E+1	4.418000E-7	9.854000E-7	4.483458E-1
9.450000E+1	4.302000E-7	9.648000E-7	4.458955E-1
9.675000E+1	4.047000E-7	8.821000E-7	4.587915E-1
9.900000E+1	4.685000E-7	1.023000E-6	4.579668E-1
1.012500E+2	5.572000E-7	1.226500E-6	4.543009E-1
1.035000E+2	5.028000E-7	1.084500E-6	4.636238E-1
1.057500E+2	3.788000E-7	8.282000E-7	4.573774E-1
1.080000E+2	4.081000E-7	9.127000E-7	4.471349E-1
1.102500E+2	3.912000E-7	8.886000E-7	4.402431E-1
1.125000E+2	4.344000E-7	9.576000E-7	4.536341E-1
1.147500E+2	4.962000E-7	1.077200E-6	4.606387E-1
1.170000E+2	5.730000E-7	1.212300E-6	4.726553E-1
1.192500E+2	6.321000E-7	1.312500E-6	4.816000E-1
1.215000E+2	5.666000E-7	1.209200E-6	4.685743E-1
1.237500E+2	5.095000E-7	1.091900E-6	4.666178E-1
1.260000E+2	4.374000E-7	9.271000E-7	4.717938E-1
1.282500E+2	5.199000E-7	1.102200E-6	4.716930E-1
1.305000E+2	5.884000E-7	1.243800E-6	4.730664E-1
1.327500E+2	6.509000E-7	1.367200E-6	4.760825E-1
1.350000E+2	5.895000E-7	1.251800E-6	4.709219E-1
1.372500E+2	4.944000E-7	1.043300E-6	4.738810E-1
1.395000E+2	6.106000E-7	1.267400E-6	4.817737E-1
1.417500E+2	4.979000E-7	1.071300E-6	4.647624E-1
1.440000E+2	6.309000E-7	1.319000E-6	4.783169E-1
1.462500E+2	5.740000E-7	1.193700E-6	4.808578E-1
1.485000E+2	5.293000E-7	1.116500E-6	4.740708E-1
1.507500E+2	5.614000E-7	1.190400E-6	4.716062E-1
1.530000E+2	5.206000E-7	1.108600E-6	4.696013E-1
1.552500E+2	5.738000E-7	1.203400E-6	4.768157E-1
1.575000E+2	6.670000E-7	1.400400E-6	4.762925E-1
1.597500E+2	5.962000E-7	1.239200E-6	4.811168E-1
1.620000E+2	6.338000E-7	1.311000E-6	4.834477E-1
1.642500E+2	6.443000E-7	1.357700E-6	4.745526E-1
1.665000E+2	5.999000E-7	1.285200E-6	4.667756E-1
1.687500E+2	6.848000E-7	1.438000E-6	4.762170E-1
1.710000E+2	6.154000E-7	1.281100E-6	4.803684E-1
1.732500E+2	6.270000E-7	1.303900E-6	4.808651E-1
1.755000E+2	6.103000E-7	1.252700E-6	4.871877E-1
1.777500E+2	5.405000E-7	1.142200E-6	4.732096E-1
