 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	4.361000E-7	1.132800E-6	3.849753E-1
2.250000E+0	5.440000E-7	1.538600E-6	3.535682E-1
4.500000E+0	5.256000E-7	1.535900E-6	3.422098E-1
6.750000E+0	3.234000E-7	8.238000E-7	3.925710E-1
9.000000E+0	4.278000E-7	1.195200E-6	3.579317E-1
1.125000E+1	3.668000E-7	9.810000E-7	3.739042E-1
1.350000E+1	4.014000E-7	1.170200E-6	3.430183E-1
1.575000E+1	2.426000E-7	6.191000E-7	3.918592E-1
1.800000E+1	2.418000E-7	6.047000E-7	3.998677E-1
2.025000E+1	3.919000E-7	1.167700E-6	3.356170E-1
2.250000E+1	4.044000E-7	1.195600E-6	3.382402E-1
2.475000E+1	3.522000E-7	1.013500E-6	3.475086E-1
2.700000E+1	4.238000E-7	1.379500E-6	3.072128E-1
2.925000E+1	3.743000E-7	1.189500E-6	3.146700E-1
3.150000E+1	3.525000E-7	1.073500E-6	3.283652E-1
3.375000E+1	2.332000E-7	6.792000E-7	3.433451E-1
3.600000E+1	3.022000E-7	9.493000E-7	3.183398E-1
3.825000E+1	3.731000E-7	1.311800E-6	2.844184E-1
4.050000E+1	3.276000E-7	1.254500E-6	2.611399E-1
4.275000E+1	2.080000E-7	6.293000E-7	3.305260E-1
4.500000E+1	2.060000E-7	6.613000E-7	3.115076E-1
4.725000E+1	3.154000E-7	1.237400E-6	2.548893E-1
4.950000E+1	3.263000E-7	1.322300E-6	2.467670E-1
5.175000E+1	3.244000E-7	1.436100E-6	2.258896E-1
5.400000E+1	2.837000E-7	1.217200E-6	2.330759E-1
5.625000E+1	3.067000E-7	1.408700E-6	2.177185E-1
5.850000E+1	3.283000E-7	1.750000E-6	1.876000E-1
6.075000E+1	2.269000E-7	9.435000E-7	2.404875E-1
6.300000E+1	2.082000E-7	9.533000E-7	2.183992E-1
6.525000E+1	2.297000E-7	1.129600E-6	2.033463E-1
6.750000E+1	2.594000E-7	1.542100E-6	1.682122E-1
6.975000E+1	1.848000E-7	8.900000E-7	2.076404E-1
7.200000E+1	1.816000E-7	8.386000E-7	2.165514E-1
7.425000E+1	1.496000E-7	6.147000E-7	2.433707E-1
7.650000E+1	2.241000E-7	1.142900E-6	1.960801E-1
7.875000E+1	1.451000E-7	6.047000E-7	2.399537E-1
8.100000E+1	2.518000E-7	1.275000E-6	1.974902E-1
8.325000E+1	2.801000E-7	1.444600E-6	1.938945E-1
8.550000E+1	1.939000E-7	7.471000E-7	2.595369E-1
8.775000E+1	2.656000E-7	1.122000E-6	2.367201E-1
9.000000E+1	3.048000E-7	1.342200E-6	2.270899E-1
9.225000E+1	2.820000E-7	9.230000E-7	3.055255E-1
9.450000E+1	3.116000E-7	1.249000E-6	2.494796E-1
9.675000E+1	1.816000E-7	5.620000E-7	3.231317E-1
9.900000E+1	2.818000E-7	9.800000E-7	2.875510E-1
1.012500E+2	2.716000E-7	1.037000E-6	2.619094E-1
1.035000E+2	3.189000E-7	1.122000E-6	2.842246E-1
1.057500E+2	2.190000E-7	6.710000E-7	3.263785E-1
1.080000E+2	3.465000E-7	1.209000E-6	2.866005E-1
1.102500E+2	3.671000E-7	1.323000E-6	2.774754E-1
1.125000E+2	4.163000E-7	1.449000E-6	2.873016E-1
1.147500E+2	2.445000E-7	7.390000E-7	3.308525E-1
1.170000E+2	4.414000E-7	1.414000E-6	3.121641E-1
1.192500E+2	3.537000E-7	1.018000E-6	3.474460E-1
1.215000E+2	5.285000E-7	1.805000E-6	2.927978E-1
1.237500E+2	2.214000E-7	5.950000E-7	3.721008E-1
1.260000E+2	3.710000E-7	1.071000E-6	3.464052E-1
1.282500E+2	4.065000E-7	1.129000E-6	3.600531E-1
1.305000E+2	3.028000E-7	8.240000E-7	3.674757E-1
1.327500E+2	3.976000E-7	1.107000E-6	3.591689E-1
1.350000E+2	2.583000E-7	6.080000E-7	4.248355E-1
1.372500E+2	3.909000E-7	1.043000E-6	3.747843E-1
1.395000E+2	5.051000E-7	1.424000E-6	3.547051E-1
1.417500E+2	1.999000E-7	4.880000E-7	4.096311E-1
1.440000E+2	4.370000E-7	1.077000E-6	4.057567E-1
1.462500E+2	4.370000E-7	1.088000E-6	4.016544E-1
1.485000E+2	2.458000E-7	5.810000E-7	4.230637E-1
1.507500E+2	4.670000E-7	1.180000E-6	3.957627E-1
1.530000E+2	6.088000E-7	1.651000E-6	3.687462E-1
1.552500E+2	3.532000E-7	8.710000E-7	4.055109E-1
1.575000E+2	4.052000E-7	9.710000E-7	4.173018E-1
1.597500E+2	3.932000E-7	9.290000E-7	4.232508E-1
1.620000E+2	5.012000E-7	1.229000E-6	4.078112E-1
1.642500E+2	2.088000E-7	4.700000E-7	4.442553E-1
1.665000E+2	4.984000E-7	1.206000E-6	4.132670E-1
1.687500E+2	3.704000E-7	8.620000E-7	4.296984E-1
1.710000E+2	5.781000E-7	1.351000E-6	4.279053E-1
1.732500E+2	6.142000E-7	1.465000E-6	4.192491E-1
1.755000E+2	4.895000E-7	1.094000E-6	4.474406E-1
1.777500E+2	5.400000E-7	1.276000E-6	4.231975E-1
