 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	1.440000E-7	1.060000E-6	1.358491E-1
3.000000E+0	1.500000E-7	1.094000E-6	1.371115E-1
6.000000E+0	2.270000E-7	1.094000E-6	2.074954E-1
9.000000E+0	2.410000E-7	1.105000E-6	2.180995E-1
1.200000E+1	2.376000E-7	1.079600E-6	2.200815E-1
1.500000E+1	2.339000E-7	1.060400E-6	2.205771E-1
1.800000E+1	2.560000E-7	1.120800E-6	2.284083E-1
2.100000E+1	2.410000E-7	1.082900E-6	2.225506E-1
2.400000E+1	2.310000E-7	1.061300E-6	2.176576E-1
2.700000E+1	2.390000E-7	1.073500E-6	2.226362E-1
3.000000E+1	2.190000E-7	1.025900E-6	2.134711E-1
3.300000E+1	2.357000E-7	1.062200E-6	2.218979E-1
3.600000E+1	2.229000E-7	1.029200E-6	2.165760E-1
3.900000E+1	2.302000E-7	1.046800E-6	2.199083E-1
4.200000E+1	2.536000E-7	1.101900E-6	2.301479E-1
4.500000E+1	2.399000E-7	1.072300E-6	2.237247E-1
4.800000E+1	2.170000E-7	1.012000E-6	2.144269E-1
5.100000E+1	2.309000E-7	1.045700E-6	2.208090E-1
5.400000E+1	2.419000E-7	1.069800E-6	2.261170E-1
5.700000E+1	2.375000E-7	1.055200E-6	2.250758E-1
6.000000E+1	2.335000E-7	1.042100E-6	2.240668E-1
6.300000E+1	2.362000E-7	1.055100E-6	2.238650E-1
6.600000E+1	2.395000E-7	1.067800E-6	2.242929E-1
6.900000E+1	2.345000E-7	1.046600E-6	2.240589E-1
7.200000E+1	2.418000E-7	1.068300E-6	2.263409E-1
7.500000E+1	2.421000E-7	1.066100E-6	2.270894E-1
7.800000E+1	2.398000E-7	1.057500E-6	2.267612E-1
8.100000E+1	2.410000E-7	1.059400E-6	2.274873E-1
8.400000E+1	2.421000E-7	1.068900E-6	2.264945E-1
8.700000E+1	2.344000E-7	1.041100E-6	2.251465E-1
9.000000E+1	2.350000E-7	1.044500E-6	2.249880E-1
9.300000E+1	2.489000E-7	1.083800E-6	2.296549E-1
9.600000E+1	2.519000E-7	1.088200E-6	2.314832E-1
9.900000E+1	2.426000E-7	1.069700E-6	2.267926E-1
1.020000E+2	2.351000E-7	1.046800E-6	2.245892E-1
1.050000E+2	2.410000E-7	1.073500E-6	2.244993E-1
1.080000E+2	2.428000E-7	1.074600E-6	2.259445E-1
1.110000E+2	2.358000E-7	1.064300E-6	2.215541E-1
1.140000E+2	2.309000E-7	1.063800E-6	2.170521E-1
1.170000E+2	2.197000E-7	1.029800E-6	2.133424E-1
1.200000E+2	2.191000E-7	1.044300E-6	2.098056E-1
1.230000E+2	2.134000E-7	1.041400E-6	2.049165E-1
1.260000E+2	2.101000E-7	1.096400E-6	1.916271E-1
1.290000E+2	1.857000E-7	1.063000E-6	1.746943E-1
1.320000E+2	1.580000E-7	1.084700E-6	1.456624E-1
1.350000E+2	1.392000E-7	1.070100E-6	1.300813E-1
1.380000E+2	1.640000E-7	1.049500E-6	1.562649E-1
1.410000E+2	1.900000E-7	1.031400E-6	1.842156E-1
1.440000E+2	2.083000E-7	1.046400E-6	1.990635E-1
1.470000E+2	2.206000E-7	1.065200E-6	2.070973E-1
1.500000E+2	2.284000E-7	1.076300E-6	2.122085E-1
1.530000E+2	2.103000E-7	1.012500E-6	2.077037E-1
1.560000E+2	2.233000E-7	1.042600E-6	2.141761E-1
1.590000E+2	2.319000E-7	1.071000E-6	2.165266E-1
1.620000E+2	2.262000E-7	1.065800E-6	2.122349E-1
1.650000E+2	1.976000E-7	1.021200E-6	1.934978E-1
1.680000E+2	1.905000E-7	1.058000E-6	1.800567E-1
1.710000E+2	1.940000E-7	1.063800E-6	1.823651E-1
1.740000E+2	1.969000E-7	1.011800E-6	1.946037E-1
1.770000E+2	2.400000E-7	1.077300E-6	2.227792E-1
1.800000E+2	2.236000E-7	1.022900E-6	2.185942E-1
1.830000E+2	2.527000E-7	1.077900E-6	2.344373E-1
1.860000E+2	2.584000E-7	1.075300E-6	2.403050E-1
1.890000E+2	2.554000E-7	1.067200E-6	2.393178E-1
1.920000E+2	2.681000E-7	1.096800E-6	2.444384E-1
1.950000E+2	2.554000E-7	1.054700E-6	2.421542E-1
1.980000E+2	2.535000E-7	1.054900E-6	2.403071E-1
2.010000E+2	2.539000E-7	1.046200E-6	2.426878E-1
2.040000E+2	2.566000E-7	1.049100E-6	2.445906E-1
2.070000E+2	2.542000E-7	1.043700E-6	2.435566E-1
2.100000E+2	2.582000E-7	1.043500E-6	2.474365E-1
2.130000E+2	2.558000E-7	1.034300E-6	2.473170E-1
2.160000E+2	2.547000E-7	1.034000E-6	2.463250E-1
2.190000E+2	2.716000E-7	1.072200E-6	2.533109E-1
2.220000E+2	2.579000E-7	1.041700E-6	2.475761E-1
2.250000E+2	2.518000E-7	1.022800E-6	2.461869E-1
2.280000E+2	2.788000E-7	1.086400E-6	2.566274E-1
2.310000E+2	2.760000E-7	1.074800E-6	2.567920E-1
