  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	1.580000E-7	1.482000E-6	1.066127E-1	2.376640E-1
2.250000E+0	1.667000E-7	1.574000E-6	1.059085E-1	2.390541E-1
4.500000E+0	1.397000E-7	1.334000E-6	1.047226E-1	2.388777E-1
6.750000E+0	1.223000E-7	1.147000E-6	1.066260E-1	2.310440E-1
9.000000E+0	1.139000E-7	1.099000E-6	1.036397E-1	2.243816E-1
1.125000E+1	1.567000E-7	1.495000E-6	1.048161E-1	2.280732E-1
1.350000E+1	1.501000E-7	1.400000E-6	1.072143E-1	2.428553E-1
1.575000E+1	1.290000E-7	1.219000E-6	1.058244E-1	2.232774E-1
1.800000E+1	1.265000E-7	1.245000E-6	1.016064E-1	2.283098E-1
2.025000E+1	1.223000E-7	1.192000E-6	1.026007E-1	2.324008E-1
2.250000E+1	1.443000E-7	1.457000E-6	9.903912E-2	2.269415E-1
2.475000E+1	1.505000E-7	1.483000E-6	1.014835E-1	2.308218E-1
2.700000E+1	1.361000E-7	1.390000E-6	9.791367E-2	2.201848E-1
2.925000E+1	1.621000E-7	1.616000E-6	1.003094E-1	2.195112E-1
3.150000E+1	1.487000E-7	1.508000E-6	9.860743E-2	2.185024E-1
3.375000E+1	1.098000E-7	1.079000E-6	1.017609E-1	2.351015E-1
3.600000E+1	1.392000E-7	1.378000E-6	1.010160E-1	2.245887E-1
3.825000E+1	1.283000E-7	1.292000E-6	9.930341E-2	2.268729E-1
4.050000E+1	1.762000E-7	1.901000E-6	9.268806E-2	2.051144E-1
4.275000E+1	6.200000E-8	6.210000E-7	9.983897E-2	2.371813E-1
4.500000E+1	1.332000E-7	1.363000E-6	9.772561E-2	2.328169E-1
4.725000E+1	1.142000E-7	1.185000E-6	9.637131E-2	2.195738E-1
4.950000E+1	9.500000E-8	1.023000E-6	9.286413E-2	1.942552E-1
5.175000E+1	1.285000E-7	1.364000E-6	9.420821E-2	2.314658E-1
5.400000E+1	1.138000E-7	1.209000E-6	9.412738E-2	2.167422E-1
5.625000E+1	1.218000E-7	1.352000E-6	9.008876E-2	2.273533E-1
5.850000E+1	1.280000E-7	1.438000E-6	8.901252E-2	2.006933E-1
6.075000E+1	1.287000E-7	1.446000E-6	8.900415E-2	2.134190E-1
6.300000E+1	1.232000E-7	1.409000E-6	8.743790E-2	2.111185E-1
6.525000E+1	1.057000E-7	1.191000E-6	8.874895E-2	1.989802E-1
6.750000E+1	1.160000E-7	1.387000E-6	8.363374E-2	1.958579E-1
6.975000E+1	1.048000E-7	1.203000E-6	8.711554E-2	2.273719E-1
7.200000E+1	1.341000E-7	1.710000E-6	7.842105E-2	2.029796E-1
7.425000E+1	1.247000E-7	1.594000E-6	7.823087E-2	1.977069E-1
7.650000E+1	1.063000E-7	1.359000E-6	7.821928E-2	2.009969E-1
7.875000E+1	1.052000E-7	1.360000E-6	7.735294E-2	2.141122E-1
8.100000E+1	9.600000E-8	1.267000E-6	7.576953E-2	2.018785E-1
8.325000E+1	9.210000E-8	1.182000E-6	7.791878E-2	2.172810E-1
8.550000E+1	8.500000E-8	1.093000E-6	7.776761E-2	2.129521E-1
8.775000E+1	8.770000E-8	1.315000E-6	6.669202E-2	1.932461E-1
9.000000E+1	9.510000E-8	1.601000E-6	5.940037E-2	1.755198E-1
9.225000E+1	7.640000E-8	1.209000E-6	6.319272E-2	1.992600E-1
9.450000E+1	7.230000E-8	1.156000E-6	6.254325E-2	2.158583E-1
9.675000E+1	7.700000E-8	1.472000E-6	5.230978E-2	1.546304E-1
9.900000E+1	7.660000E-8	1.630000E-6	4.699387E-2	1.606226E-1
1.012500E+2	5.930000E-8	1.222000E-6	4.852700E-2	1.635510E-1
1.035000E+2	5.430000E-8	1.120000E-6	4.848214E-2	1.798031E-1
1.057500E+2	5.390000E-8	1.453000E-6	3.709566E-2	1.384921E-1
1.080000E+2	4.920000E-8	1.406000E-6	3.499289E-2	1.418998E-1
1.102500E+2	4.020000E-8	1.208000E-6	3.327815E-2	1.317065E-1
1.125000E+2	3.600000E-8	1.301000E-6	2.767102E-2	1.333240E-1
1.147500E+2	2.460000E-8	9.580000E-7	2.567850E-2	1.266084E-1
1.170000E+2	1.560000E-8	1.326000E-6	1.176471E-2	6.609385E-2
1.192500E+2	1.734500E-8	1.471000E-6	1.179130E-2	7.446749E-2
1.215000E+2	9.290000E-9	6.300000E-7	1.474603E-2	8.715481E-2
1.237500E+2	7.474000E-9	1.086000E-6	6.882136E-3	6.341866E-2
1.260000E+2	5.828000E-9	1.254000E-6	4.647528E-3	5.462595E-2
1.282500E+2	5.823000E-9	1.816000E-6	3.206498E-3	4.489097E-2
1.305000E+2	5.025000E-9	1.883000E-6	2.668614E-3	4.790968E-2
1.327500E+2	3.770000E-9	1.089000E-6	3.461892E-3	7.789256E-2
1.350000E+2	6.145000E-9	1.062000E-6	5.786252E-3	1.284072E-1
1.372500E+2	1.072000E-8	9.610000E-7	1.115505E-2	1.937709E-1
1.395000E+2	1.857000E-8	1.044000E-6	1.778736E-2	2.523323E-1
1.417500E+2	2.966000E-8	1.010000E-6	2.936634E-2	3.058172E-1
1.440000E+2	4.897000E-8	1.545000E-6	3.169579E-2	2.767450E-1
1.462500E+2	5.844000E-8	1.470000E-6	3.975510E-2	3.080379E-1
1.485000E+2	6.907000E-8	1.730000E-6	3.992486E-2	2.425752E-1
1.507500E+2	5.440000E-8	9.030000E-7	6.024363E-2	3.023920E-1
1.530000E+2	7.487000E-8	1.764000E-6	4.244331E-2	2.235675E-1
1.552500E+2	6.794000E-8	1.358000E-6	5.002946E-2	2.304387E-1
1.575000E+2	6.515000E-8	1.193000E-6	5.461023E-2	2.435321E-1
1.597500E+2	7.204000E-8	1.421000E-6	5.069669E-2	2.016409E-1
1.620000E+2	6.675000E-8	1.102000E-6	6.057169E-2	2.225477E-1
1.642500E+2	7.430000E-8	1.326000E-6	5.603318E-2	2.033507E-1
1.665000E+2	8.200000E-8	1.357000E-6	6.042741E-2	2.203256E-1
1.687500E+2	8.420000E-8	1.319000E-6	6.383624E-2	2.182095E-1
1.710000E+2	7.950000E-8	1.117000E-6	7.117278E-2	2.289847E-1
1.732500E+2	9.250000E-8	1.303000E-6	7.099002E-2	2.126697E-1
1.755000E+2	1.001000E-7	1.479000E-6	6.768087E-2	1.991218E-1
1.777500E+2	9.710000E-8	1.343000E-6	7.230082E-2	2.137457E-1
1.800000E+2	8.540000E-8	1.052000E-6	8.117871E-2	2.230547E-1
1.822500E+2	1.263000E-7	1.753000E-6	7.204792E-2	1.854656E-1
1.845000E+2	8.770000E-8	1.015000E-6	8.640394E-2	2.412630E-1
1.867500E+2	1.079000E-7	1.230000E-6	8.772358E-2	2.306088E-1
1.890000E+2	1.084000E-7	1.189000E-6	9.116905E-2	2.465878E-1
1.912500E+2	1.319000E-7	1.547000E-6	8.526180E-2	2.179916E-1
1.935000E+2	9.180000E-8	9.970000E-7	9.207623E-2	2.469106E-1
1.957500E+2	1.175000E-7	1.238000E-6	9.491115E-2	2.346486E-1
1.980000E+2	8.990000E-8	9.280000E-7	9.687500E-2	2.450054E-1
2.002500E+2	1.029000E-7	1.076000E-6	9.563197E-2	2.457479E-1
2.025000E+2	1.288000E-7	1.392000E-6	9.252874E-2	2.250169E-1
2.047500E+2	1.169000E-7	1.177000E-6	9.932031E-2	2.409394E-1
2.070000E+2	1.011000E-7	9.510000E-7	1.063091E-1	2.548522E-1
2.092500E+2	1.435000E-7	1.408000E-6	1.019176E-1	2.306392E-1
2.115000E+2	1.312000E-7	1.276000E-6	1.028213E-1	2.410106E-1
2.137500E+2	1.315000E-7	1.317000E-6	9.984814E-2	2.357855E-1
2.160000E+2	1.032000E-7	9.290000E-7	1.110872E-1	2.723553E-1
2.182500E+2	1.396000E-7	1.239000E-6	1.126715E-1	2.632080E-1
2.205000E+2	1.679000E-7	1.629000E-6	1.030694E-1	2.384346E-1
2.227500E+2	1.080000E-7	9.130000E-7	1.182913E-1	2.671403E-1
2.250000E+2	1.046000E-7	9.670000E-7	1.081696E-1	2.584622E-1
2.272500E+2	1.762000E-7	1.586000E-6	1.110971E-1	2.567561E-1
2.295000E+2	1.127000E-7	9.740000E-7	1.157084E-1	2.636582E-1
2.317500E+2	1.373000E-7	1.152000E-6	1.191840E-1	2.613211E-1
2.340000E+2	1.736000E-7	1.574000E-6	1.102922E-1	2.592414E-1
2.362500E+2	2.114000E-7	1.878000E-6	1.125666E-1	2.555661E-1
2.385000E+2	1.532000E-7	1.288000E-6	1.189441E-1	2.775625E-1
2.407500E+2	1.934000E-7	1.612000E-6	1.199752E-1	2.747726E-1
2.430000E+2	1.660000E-7	1.294000E-6	1.282844E-1	2.960967E-1
2.452500E+2	1.695000E-7	1.387000E-6	1.222062E-1	2.597010E-1
2.475000E+2	1.846000E-7	1.459000E-6	1.265250E-1	2.844509E-1
2.497500E+2	1.473000E-7	1.174000E-6	1.254685E-1	2.842015E-1
2.520000E+2	2.168000E-7	1.695000E-6	1.279056E-1	2.850030E-1
2.542500E+2	1.281000E-7	9.620000E-7	1.331601E-1	3.012509E-1
2.565000E+2	1.413000E-7	9.760000E-7	1.447746E-1	3.367726E-1
2.587500E+2	1.647000E-7	1.244000E-6	1.323955E-1	2.880572E-1
2.610000E+2	1.795000E-7	1.309000E-6	1.371276E-1	3.055327E-1
2.632500E+2	1.921000E-7	1.396000E-6	1.376074E-1	2.983512E-1
2.655000E+2	2.031000E-7	1.479000E-6	1.373225E-1	2.986436E-1
2.677500E+2	2.334000E-7	1.643000E-6	1.420572E-1	2.876479E-1
2.700000E+2	1.816000E-7	1.264000E-6	1.436709E-1	3.227365E-1
2.722500E+2	1.967000E-7	1.343000E-6	1.464631E-1	3.118989E-1
2.745000E+2	2.460000E-7	1.668000E-6	1.474820E-1	3.391022E-1
2.767500E+2	2.167000E-7	1.447000E-6	1.497581E-1	3.253452E-1
2.790000E+2	2.167000E-7	1.419000E-6	1.527132E-1	3.210847E-1
2.812500E+2	2.083000E-7	1.346000E-6	1.547548E-1	3.223238E-1
2.835000E+2	1.873000E-7	1.228000E-6	1.525244E-1	3.335038E-1
2.857500E+2	1.841000E-7	1.153000E-6	1.596704E-1	3.450753E-1
2.880000E+2	1.523000E-7	9.160000E-7	1.662664E-1	3.505883E-1
2.902500E+2	2.610000E-7	1.558000E-6	1.675225E-1	3.514317E-1
2.925000E+2	1.474000E-7	8.710000E-7	1.692308E-1	3.683042E-1
2.947500E+2	2.047000E-7	1.249000E-6	1.638911E-1	3.592079E-1
