 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	1.316100E-6	3.308000E-6	3.978537E-1
2.250000E+0	8.663000E-7	2.141000E-6	4.046240E-1
4.500000E+0	7.073000E-7	1.800000E-6	3.929444E-1
6.750000E+0	7.747000E-7	1.887000E-6	4.105458E-1
9.000000E+0	9.204000E-7	2.237000E-6	4.114439E-1
1.125000E+1	6.890000E-7	1.718000E-6	4.010477E-1
1.350000E+1	8.254000E-7	2.085000E-6	3.958753E-1
1.575000E+1	9.349000E-7	2.351000E-6	3.976606E-1
1.800000E+1	1.443000E-6	3.773000E-6	3.824543E-1
2.025000E+1	1.067800E-6	2.632000E-6	4.056991E-1
2.250000E+1	1.014400E-6	2.580000E-6	3.931783E-1
2.475000E+1	1.023100E-6	2.676000E-6	3.823244E-1
2.700000E+1	5.253000E-7	1.381000E-6	3.803765E-1
2.925000E+1	3.007000E-7	7.950000E-7	3.782390E-1
3.150000E+1	6.544000E-7	1.672000E-6	3.913876E-1
3.375000E+1	1.101000E-6	2.770000E-6	3.974729E-1
3.600000E+1	8.686000E-7	2.262000E-6	3.839965E-1
3.825000E+1	9.171000E-7	2.264000E-6	4.050795E-1
4.050000E+1	8.052000E-7	1.950000E-6	4.129231E-1
4.275000E+1	8.208000E-7	2.244000E-6	3.657754E-1
4.500000E+1	7.870000E-7	1.950000E-6	4.035897E-1
4.725000E+1	6.001000E-7	1.543000E-6	3.889177E-1
4.950000E+1	6.030000E-7	1.616000E-6	3.731436E-1
5.175000E+1	6.878000E-7	1.775000E-6	3.874930E-1
5.400000E+1	3.199000E-7	8.020000E-7	3.988778E-1
5.625000E+1	5.550000E-7	1.395000E-6	3.978495E-1
5.850000E+1	5.865000E-7	1.584000E-6	3.702652E-1
6.075000E+1	7.752000E-7	2.061000E-6	3.761281E-1
6.300000E+1	5.032000E-7	1.328000E-6	3.789157E-1
6.525000E+1	8.043000E-7	2.230000E-6	3.606726E-1
6.750000E+1	5.430000E-7	1.444000E-6	3.760388E-1
6.975000E+1	5.096000E-7	1.345000E-6	3.788848E-1
7.200000E+1	4.452000E-7	1.220000E-6	3.649180E-1
7.425000E+1	6.901000E-7	2.060000E-6	3.350000E-1
7.650000E+1	4.835000E-7	1.229000E-6	3.934093E-1
7.875000E+1	4.306000E-7	1.175000E-6	3.664681E-1
8.100000E+1	1.134000E-7	2.960000E-7	3.831081E-1
8.325000E+1	5.646000E-7	1.645000E-6	3.432219E-1
8.550000E+1	6.283000E-7	1.873000E-6	3.354511E-1
8.775000E+1	7.210000E-7	2.412000E-6	2.989221E-1
9.000000E+1	7.046000E-7	2.315000E-6	3.043629E-1
9.225000E+1	5.746000E-7	1.853000E-6	3.100917E-1
9.450000E+1	7.546000E-7	2.949000E-6	2.558834E-1
9.675000E+1	7.271000E-7	2.880000E-6	2.524653E-1
9.900000E+1	5.588000E-7	2.108000E-6	2.650854E-1
1.012500E+2	3.100000E-7	9.360000E-7	3.311966E-1
1.035000E+2	3.874000E-7	1.430000E-6	2.709091E-1
1.057500E+2	3.881000E-7	1.563000E-6	2.483045E-1
1.080000E+2	4.150000E-7	1.862000E-6	2.228786E-1
1.102500E+2	4.478000E-7	2.638000E-6	1.697498E-1
1.125000E+2	3.548000E-7	2.019000E-6	1.757306E-1
1.147500E+2	3.075000E-7	1.924000E-6	1.598233E-1
1.170000E+2	2.926000E-7	2.404000E-6	1.217138E-1
1.192500E+2	1.927000E-7	1.511000E-6	1.275314E-1
1.215000E+2	2.026000E-7	3.098000E-6	6.539703E-2
1.237500E+2	1.895000E-7	3.221000E-6	5.883266E-2
1.260000E+2	2.008000E-7	2.834000E-6	7.085392E-2
1.282500E+2	1.831000E-7	1.820000E-6	1.006044E-1
1.305000E+2	2.552000E-7	2.193000E-6	1.163703E-1
1.327500E+2	2.742000E-7	1.942000E-6	1.411946E-1
1.350000E+2	2.679000E-7	1.470000E-6	1.822449E-1
1.372500E+2	3.586000E-7	1.923000E-6	1.864795E-1
1.395000E+2	4.190000E-7	2.155000E-6	1.944316E-1
1.417500E+2	4.791000E-7	2.264000E-6	2.116166E-1
1.440000E+2	3.256000E-7	1.170000E-6	2.782906E-1
1.462500E+2	2.141000E-7	7.300000E-7	2.932877E-1
1.485000E+2	3.835000E-7	1.353000E-6	2.834442E-1
1.507500E+2	7.076000E-7	2.791000E-6	2.535292E-1
1.530000E+2	5.919000E-7	2.150000E-6	2.753023E-1
1.552500E+2	5.452000E-7	1.902000E-6	2.866456E-1
1.575000E+2	6.225000E-7	2.004000E-6	3.106287E-1
1.597500E+2	5.473000E-7	1.704000E-6	3.211854E-1
1.620000E+2	7.804000E-7	2.554000E-6	3.055599E-1
1.642500E+2	8.050000E-7	2.587000E-6	3.111712E-1
1.665000E+2	4.914000E-7	1.494000E-6	3.289157E-1
1.687500E+2	7.513000E-7	2.205000E-6	3.407256E-1
1.710000E+2	5.584000E-7	1.564000E-6	3.570332E-1
1.732500E+2	1.018400E-6	3.118000E-6	3.266196E-1
1.755000E+2	5.202000E-7	1.378000E-6	3.775036E-1
1.777500E+2	5.475000E-7	1.578000E-6	3.469582E-1
1.800000E+2	3.046000E-7	7.780000E-7	3.915167E-1
1.822500E+2	5.055000E-7	1.280000E-6	3.949219E-1
1.845000E+2	7.872000E-7	2.156000E-6	3.651206E-1
1.867500E+2	9.316000E-7	2.595000E-6	3.589981E-1
1.890000E+2	1.027700E-6	2.771000E-6	3.708769E-1
1.912500E+2	5.501000E-7	1.419000E-6	3.876674E-1
1.935000E+2	2.166000E-7	5.110000E-7	4.238748E-1
1.957500E+2	5.649000E-7	1.477000E-6	3.824645E-1
1.980000E+2	2.414000E-7	6.210000E-7	3.887279E-1
2.002500E+2	1.535000E-7	3.700000E-7	4.148649E-1
2.025000E+2	6.418000E-7	1.525000E-6	4.208525E-1
2.047500E+2	6.331000E-7	1.593000E-6	3.974262E-1
2.070000E+2	2.707000E-7	6.150000E-7	4.401626E-1
2.092500E+2	4.187000E-7	9.410000E-7	4.449522E-1
2.115000E+2	3.366000E-7	8.050000E-7	4.181366E-1
2.137500E+2	4.642000E-7	1.095000E-6	4.239269E-1
2.160000E+2	3.965000E-7	1.020000E-6	3.887255E-1
2.182500E+2	6.302000E-7	1.533000E-6	4.110894E-1
2.205000E+2	3.136000E-7	7.900000E-7	3.969620E-1
2.227500E+2	2.696000E-7	6.590000E-7	4.091047E-1
2.250000E+2	1.477000E-7	3.480000E-7	4.244253E-1
2.272500E+2	7.461000E-7	1.897000E-6	3.933052E-1
2.295000E+2	9.450000E-7	2.466000E-6	3.832117E-1
2.317500E+2	3.512000E-7	8.260000E-7	4.251816E-1
2.340000E+2	6.887000E-7	1.745000E-6	3.946705E-1
2.362500E+2	1.271600E-6	3.183000E-6	3.994973E-1
2.385000E+2	6.952000E-7	1.648000E-6	4.218447E-1
2.407500E+2	3.936000E-7	9.630000E-7	4.087227E-1
2.430000E+2	7.978000E-7	1.885000E-6	4.232361E-1
2.452500E+2	6.388000E-7	1.503000E-6	4.250166E-1
2.475000E+2	8.701000E-7	2.087000E-6	4.169142E-1
2.497500E+2	6.506000E-7	1.595000E-6	4.078997E-1
2.520000E+2	2.979000E-7	7.390000E-7	4.031123E-1
2.542500E+2	5.403000E-7	1.345000E-6	4.017100E-1
2.565000E+2	5.910000E-7	1.503000E-6	3.932136E-1
2.587500E+2	8.336000E-7	1.945000E-6	4.285861E-1
2.610000E+2	9.684000E-7	2.224000E-6	4.354317E-1
2.632500E+2	7.468000E-7	1.793000E-6	4.165086E-1
2.655000E+2	1.384900E-6	3.407000E-6	4.064866E-1
2.677500E+2	7.192000E-7	1.871000E-6	3.843934E-1
