 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	1.948000E-7	1.053000E-6	1.849953E-1
2.250000E+0	1.731000E-7	9.670000E-7	1.790072E-1
4.500000E+0	1.946000E-7	1.052000E-6	1.849810E-1
6.750000E+0	1.888000E-7	1.033000E-6	1.827686E-1
9.000000E+0	1.726000E-7	9.660000E-7	1.786749E-1
1.125000E+1	1.763000E-7	9.840000E-7	1.791667E-1
1.350000E+1	1.549000E-7	8.880000E-7	1.744369E-1
1.575000E+1	1.761000E-7	9.830000E-7	1.791455E-1
1.800000E+1	2.048000E-7	1.089000E-6	1.880624E-1
2.025000E+1	2.140000E-7	1.126000E-6	1.900533E-1
2.250000E+1	1.899000E-7	1.028000E-6	1.847276E-1
2.475000E+1	1.986000E-7	1.053000E-6	1.886040E-1
2.700000E+1	1.968000E-7	1.064000E-6	1.849624E-1
2.925000E+1	1.865000E-7	1.020000E-6	1.828431E-1
3.150000E+1	2.074000E-7	1.099000E-6	1.887170E-1
3.375000E+1	1.976000E-7	1.047000E-6	1.887297E-1
3.600000E+1	1.882000E-7	1.028000E-6	1.830739E-1
3.825000E+1	2.072000E-7	1.100000E-6	1.883636E-1
4.050000E+1	1.957000E-7	1.055000E-6	1.854976E-1
4.275000E+1	2.124000E-7	1.111000E-6	1.911791E-1
4.500000E+1	2.247000E-7	1.189000E-6	1.889823E-1
4.725000E+1	1.926000E-7	1.047000E-6	1.839542E-1
4.950000E+1	2.098000E-7	1.116000E-6	1.879928E-1
5.175000E+1	2.035000E-7	1.084000E-6	1.877306E-1
5.400000E+1	2.056000E-7	1.090000E-6	1.886239E-1
5.625000E+1	2.062000E-7	1.096000E-6	1.881387E-1
5.850000E+1	1.940000E-7	1.053000E-6	1.842355E-1
6.075000E+1	1.863000E-7	1.015000E-6	1.835468E-1
6.300000E+1	1.978000E-7	1.070000E-6	1.848598E-1
6.525000E+1	2.006000E-7	1.088000E-6	1.843750E-1
6.750000E+1	2.015000E-7	1.099000E-6	1.833485E-1
6.975000E+1	2.047000E-7	1.115000E-6	1.835874E-1
7.200000E+1	2.149000E-7	1.153000E-6	1.863833E-1
7.425000E+1	2.183000E-7	1.186000E-6	1.840641E-1
7.650000E+1	2.045000E-7	1.121000E-6	1.824264E-1
7.875000E+1	1.896000E-7	1.049000E-6	1.807436E-1
8.100000E+1	1.769000E-7	9.920000E-7	1.783266E-1
8.325000E+1	1.804000E-7	1.028000E-6	1.754864E-1
8.550000E+1	1.835000E-7	1.040000E-6	1.764423E-1
8.775000E+1	1.977000E-7	1.151000E-6	1.717637E-1
9.000000E+1	1.763000E-7	1.026000E-6	1.718324E-1
9.225000E+1	1.897000E-7	1.123000E-6	1.689225E-1
9.450000E+1	1.686000E-7	1.012000E-6	1.666008E-1
9.675000E+1	1.510000E-7	9.320000E-7	1.620172E-1
