  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	6.090000E-8	1.270000E-6	4.795276E-2	2.471411E-1
2.250000E+0	6.430000E-8	1.322000E-6	4.863843E-2	2.325258E-1
4.500000E+0	6.150000E-8	1.255000E-6	4.900398E-2	2.439162E-1
6.750000E+0	5.850000E-8	1.201000E-6	4.870941E-2	2.528137E-1
9.000000E+0	5.960000E-8	1.216000E-6	4.901316E-2	2.432201E-1
1.125000E+1	6.310000E-8	1.285000E-6	4.910506E-2	2.533821E-1
1.350000E+1	6.080000E-8	1.282000E-6	4.742590E-2	2.443603E-1
1.575000E+1	6.150000E-8	1.276000E-6	4.819749E-2	2.447109E-1
1.800000E+1	6.040000E-8	1.238000E-6	4.878837E-2	2.355301E-1
2.025000E+1	6.150000E-8	1.241000E-6	4.955681E-2	2.607451E-1
2.250000E+1	6.310000E-8	1.278000E-6	4.937402E-2	2.722243E-1
2.475000E+1	6.390000E-8	1.304000E-6	4.900307E-2	2.454306E-1
2.700000E+1	6.350000E-8	1.282000E-6	4.953198E-2	2.449657E-1
2.925000E+1	5.720000E-8	1.153000E-6	4.960971E-2	2.407222E-1
3.150000E+1	6.320000E-8	1.278000E-6	4.945227E-2	2.510837E-1
3.375000E+1	5.990000E-8	1.186000E-6	5.050590E-2	2.576043E-1
3.600000E+1	6.100000E-8	1.203000E-6	5.070657E-2	2.664442E-1
3.825000E+1	6.340000E-8	1.258000E-6	5.039746E-2	2.450359E-1
4.050000E+1	6.160000E-8	1.247000E-6	4.939856E-2	2.437571E-1
4.275000E+1	6.330000E-8	1.257000E-6	5.035800E-2	2.494905E-1
4.500000E+1	6.190000E-8	1.224000E-6	5.057190E-2	2.743313E-1
4.725000E+1	6.220000E-8	1.227000E-6	5.069275E-2	2.516772E-1
4.950000E+1	6.110000E-8	1.233000E-6	4.955393E-2	2.685882E-1
5.175000E+1	6.080000E-8	1.183000E-6	5.139476E-2	2.552274E-1
5.400000E+1	6.110000E-8	1.210000E-6	5.049587E-2	2.560318E-1
5.625000E+1	6.100000E-8	1.195000E-6	5.104603E-2	2.586158E-1
5.850000E+1	6.130000E-8	1.197000E-6	5.121136E-2	2.579106E-1
6.075000E+1	6.130000E-8	1.197000E-6	5.121136E-2	2.485319E-1
6.300000E+1	6.040000E-8	1.165000E-6	5.184549E-2	2.662533E-1
6.525000E+1	5.900000E-8	1.154000E-6	5.112652E-2	2.509441E-1
6.750000E+1	6.100000E-8	1.163000E-6	5.245056E-2	2.597659E-1
6.975000E+1	6.260000E-8	1.232000E-6	5.081169E-2	2.448782E-1
7.200000E+1	6.070000E-8	1.179000E-6	5.148431E-2	2.493155E-1
7.425000E+1	6.040000E-8	1.160000E-6	5.206897E-2	2.522024E-1
7.650000E+1	6.270000E-8	1.194000E-6	5.251256E-2	2.758263E-1
7.875000E+1	6.110000E-8	1.166000E-6	5.240137E-2	2.688750E-1
