  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	4.450000E-8	1.105000E-6	4.027149E-2	2.227406E-1
2.250000E+0	4.250000E-8	1.012000E-6	4.199605E-2	2.320597E-1
4.500000E+0	3.970000E-8	9.490000E-7	4.183351E-2	2.301398E-1
6.750000E+0	3.800000E-8	9.390000E-7	4.046858E-2	2.230777E-1
9.000000E+0	4.150000E-8	1.004000E-6	4.133466E-2	2.256949E-1
1.125000E+1	4.250000E-8	1.008000E-6	4.216270E-2	2.341553E-1
1.350000E+1	4.340000E-8	1.044000E-6	4.157088E-2	2.259565E-1
1.575000E+1	4.400000E-8	1.042000E-6	4.222649E-2	2.284816E-1
1.800000E+1	4.260000E-8	1.026000E-6	4.152047E-2	2.257280E-1
2.025000E+1	4.130000E-8	9.760000E-7	4.231557E-2	2.358408E-1
2.250000E+1	4.260000E-8	9.750000E-7	4.369231E-2	2.381243E-1
2.475000E+1	4.190000E-8	9.830000E-7	4.262462E-2	2.317206E-1
2.700000E+1	4.290000E-8	1.013000E-6	4.234946E-2	2.294017E-1
2.925000E+1	4.550000E-8	1.080000E-6	4.212963E-2	2.290891E-1
3.150000E+1	4.550000E-8	1.063000E-6	4.280339E-2	2.325944E-1
3.375000E+1	4.340000E-8	1.066000E-6	4.071295E-2	2.208824E-1
3.600000E+1	4.050000E-8	9.400000E-7	4.308511E-2	2.350706E-1
3.825000E+1	4.170000E-8	9.650000E-7	4.321244E-2	2.320824E-1
4.050000E+1	4.430000E-8	1.037000E-6	4.271938E-2	2.328297E-1
4.275000E+1	4.330000E-8	9.960000E-7	4.347390E-2	2.348429E-1
4.500000E+1	4.460000E-8	1.033000E-6	4.317522E-2	2.340600E-1
4.725000E+1	4.670000E-8	1.119000E-6	4.173369E-2	2.263110E-1
4.950000E+1	4.560000E-8	1.068000E-6	4.269663E-2	2.285203E-1
5.175000E+1	4.320000E-8	1.030000E-6	4.194175E-2	2.281313E-1
5.400000E+1	4.500000E-8	1.062000E-6	4.237288E-2	2.284562E-1
5.625000E+1	4.560000E-8	1.066000E-6	4.277674E-2	2.316467E-1
5.850000E+1	4.390000E-8	1.010000E-6	4.346535E-2	2.336894E-1
6.075000E+1	4.430000E-8	1.045000E-6	4.239234E-2	2.293393E-1
6.300000E+1	4.650000E-8	1.087000E-6	4.277829E-2	2.325052E-1
6.525000E+1	4.600000E-8	1.100000E-6	4.181818E-2	2.226111E-1
6.750000E+1	4.580000E-8	1.059000E-6	4.324835E-2	2.321968E-1
6.975000E+1	4.430000E-8	1.025000E-6	4.321951E-2	2.313955E-1
7.200000E+1	4.450000E-8	1.003000E-6	4.436690E-2	2.400288E-1
7.425000E+1	4.810000E-8	1.091000E-6	4.408799E-2	2.352360E-1
7.650000E+1	4.540000E-8	1.036000E-6	4.382239E-2	2.373037E-1
7.875000E+1	4.960000E-8	1.087000E-6	4.563017E-2	2.441493E-1
8.100000E+1	4.740000E-8	1.071000E-6	4.425770E-2	2.381245E-1
8.325000E+1	4.800000E-8	1.068000E-6	4.494382E-2	2.435832E-1
8.550000E+1	4.710000E-8	1.041000E-6	4.524496E-2	2.478039E-1
8.775000E+1	4.780000E-8	1.087000E-6	4.397424E-2	2.338737E-1
9.000000E+1	4.480000E-8	9.860000E-7	4.543611E-2	2.437818E-1
9.225000E+1	4.350000E-8	9.660000E-7	4.503106E-2	2.413099E-1
9.450000E+1	4.510000E-8	1.008000E-6	4.474206E-2	2.447721E-1
9.675000E+1	4.900000E-8	1.099000E-6	4.458599E-2	2.432790E-1
9.900000E+1	4.660000E-8	1.042000E-6	4.472169E-2	2.464451E-1
1.012500E+2	4.570000E-8	9.870000E-7	4.630193E-2	2.555866E-1
1.035000E+2	4.200000E-8	9.820000E-7	4.276986E-2	2.390080E-1
1.057500E+2	4.350000E-8	1.056000E-6	4.119318E-2	2.358856E-1
1.080000E+2	4.360000E-8	1.083000E-6	4.025854E-2	2.344316E-1
1.102500E+2	4.060000E-8	1.053000E-6	3.855651E-2	2.291883E-1
1.125000E+2	3.830000E-8	1.039000E-6	3.686237E-2	2.270722E-1
1.147500E+2	3.650000E-8	1.095000E-6	3.333333E-2	2.085427E-1
1.170000E+2	3.730000E-8	1.094000E-6	3.409506E-2	2.164523E-1
1.192500E+2	3.780000E-8	9.990000E-7	3.783784E-2	2.539421E-1
1.215000E+2	3.830000E-8	1.006000E-6	3.807157E-2	2.378078E-1
1.237500E+2	4.270000E-8	1.041000E-6	4.101825E-2	2.445275E-1
1.260000E+2	4.390000E-8	1.048000E-6	4.188931E-2	2.393339E-1
