 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	7.185000E-7	1.391000E-6	5.165349E-1
2.250000E+0	7.235000E-7	1.412000E-6	5.123938E-1
4.500000E+0	5.337000E-7	1.033000E-6	5.166505E-1
6.750000E+0	4.900000E-7	9.500000E-7	5.157895E-1
9.000000E+0	5.249000E-7	1.011000E-6	5.191889E-1
1.125000E+1	6.979000E-7	1.359000E-6	5.135394E-1
1.350000E+1	5.701000E-7	1.111000E-6	5.131413E-1
1.575000E+1	6.276000E-7	1.238000E-6	5.069467E-1
1.800000E+1	6.705000E-7	1.343000E-6	4.992554E-1
2.025000E+1	6.084000E-7	1.187000E-6	5.125527E-1
2.250000E+1	5.707000E-7	1.110000E-6	5.141441E-1
2.475000E+1	5.889000E-7	1.162000E-6	5.067986E-1
2.700000E+1	6.654000E-7	1.314000E-6	5.063927E-1
2.925000E+1	6.353000E-7	1.275000E-6	4.982745E-1
3.150000E+1	4.397000E-7	8.610000E-7	5.106852E-1
3.375000E+1	5.267000E-7	1.064000E-6	4.950188E-1
3.600000E+1	6.700000E-7	1.371000E-6	4.886944E-1
3.825000E+1	5.221000E-7	1.066000E-6	4.897749E-1
4.050000E+1	6.267000E-7	1.297000E-6	4.831920E-1
4.275000E+1	5.773000E-7	1.161000E-6	4.972438E-1
4.500000E+1	5.916000E-7	1.220000E-6	4.849180E-1
4.725000E+1	4.754000E-7	9.840000E-7	4.831301E-1
4.950000E+1	5.670000E-7	1.180000E-6	4.805085E-1
5.175000E+1	5.975000E-7	1.245000E-6	4.799197E-1
5.400000E+1	6.066000E-7	1.316000E-6	4.609422E-1
5.625000E+1	6.454000E-7	1.411000E-6	4.574061E-1
5.850000E+1	4.930000E-7	1.042000E-6	4.731286E-1
6.075000E+1	4.759000E-7	1.014000E-6	4.693294E-1
6.300000E+1	3.900000E-7	8.410000E-7	4.637337E-1
6.525000E+1	4.377000E-7	9.360000E-7	4.676282E-1
6.750000E+1	4.659000E-7	1.019000E-6	4.572130E-1
6.975000E+1	4.353000E-7	1.002000E-6	4.344311E-1
7.200000E+1	3.401000E-7	7.610000E-7	4.469120E-1
7.425000E+1	5.507000E-7	1.347000E-6	4.088344E-1
7.650000E+1	4.817000E-7	1.230000E-6	3.916260E-1
7.875000E+1	4.552000E-7	1.098000E-6	4.145719E-1
8.100000E+1	4.486000E-7	1.145000E-6	3.917904E-1
8.325000E+1	4.264000E-7	1.117000E-6	3.817368E-1
8.550000E+1	3.770000E-7	1.028000E-6	3.667315E-1
8.775000E+1	4.223000E-7	1.189000E-6	3.551724E-1
9.000000E+1	3.198000E-7	9.230000E-7	3.464789E-1
9.225000E+1	3.338000E-7	9.920000E-7	3.364919E-1
9.450000E+1	3.360000E-7	1.081000E-6	3.108233E-1
9.675000E+1	2.794000E-7	9.310000E-7	3.001074E-1
9.900000E+1	2.730000E-7	9.850000E-7	2.771574E-1
1.012500E+2	3.043000E-7	1.364000E-6	2.230938E-1
1.035000E+2	2.546000E-7	1.205000E-6	2.112863E-1
1.057500E+2	2.175000E-7	1.127000E-6	1.929902E-1
1.080000E+2	2.093000E-7	1.396000E-6	1.499284E-1
1.102500E+2	1.379000E-7	9.680000E-7	1.424587E-1
1.125000E+2	1.281000E-7	1.313000E-6	9.756283E-2
1.147500E+2	9.290000E-8	1.288000E-6	7.212733E-2
1.170000E+2	6.890000E-8	1.483000E-6	4.645988E-2
1.192500E+2	2.960000E-8	8.790000E-7	3.367463E-2
1.215000E+2	2.560000E-8	1.086000E-6	2.357274E-2
1.237500E+2	4.530000E-8	1.279000E-6	3.541830E-2
1.260000E+2	6.640000E-8	1.176000E-6	5.646259E-2
1.282500E+2	8.950000E-8	1.079000E-6	8.294717E-2
1.305000E+2	9.170000E-8	7.430000E-7	1.234186E-1
1.327500E+2	1.652000E-7	1.236000E-6	1.336570E-1
1.350000E+2	1.961000E-7	1.193000E-6	1.643755E-1
1.372500E+2	2.426000E-7	1.297000E-6	1.870470E-1
1.395000E+2	2.648000E-7	1.237000E-6	2.140663E-1
1.417500E+2	2.920000E-7	1.252000E-6	2.332268E-1
1.440000E+2	3.468000E-7	1.368000E-6	2.535088E-1
1.462500E+2	3.324000E-7	1.167000E-6	2.848329E-1
1.485000E+2	3.596000E-7	1.212000E-6	2.966997E-1
1.507500E+2	3.996000E-7	1.282000E-6	3.117005E-1
1.530000E+2	3.955000E-7	1.179000E-6	3.354538E-1
1.552500E+2	4.130000E-7	1.180000E-6	3.500000E-1
1.575000E+2	4.707000E-7	1.296000E-6	3.631944E-1
1.597500E+2	4.409000E-7	1.162000E-6	3.794320E-1
1.620000E+2	4.519000E-7	1.151000E-6	3.926151E-1
1.642500E+2	5.171000E-7	1.341000E-6	3.856078E-1
1.665000E+2	4.609000E-7	1.115000E-6	4.133632E-1
1.687500E+2	5.397000E-7	1.333000E-6	4.048762E-1
1.710000E+2	5.438000E-7	1.301000E-6	4.179862E-1
1.732500E+2	5.713000E-7	1.328000E-6	4.301958E-1
1.755000E+2	5.272000E-7	1.218000E-6	4.328407E-1
1.777500E+2	5.183000E-7	1.157000E-6	4.479689E-1
1.800000E+2	5.346000E-7	1.190000E-6	4.492437E-1
1.822500E+2	6.339000E-7	1.405000E-6	4.511744E-1
1.845000E+2	6.786000E-7	1.524000E-6	4.452756E-1
1.867500E+2	5.414000E-7	1.146000E-6	4.724258E-1
1.890000E+2	5.635000E-7	1.204000E-6	4.680233E-1
1.912500E+2	5.283000E-7	1.097000E-6	4.815861E-1
1.935000E+2	5.424000E-7	1.138000E-6	4.766257E-1
1.957500E+2	5.144000E-7	1.042000E-6	4.936660E-1
1.980000E+2	6.462000E-7	1.321000E-6	4.891749E-1
2.002500E+2	5.923000E-7	1.227000E-6	4.827221E-1
2.025000E+2	4.424000E-7	8.930000E-7	4.954087E-1
2.047500E+2	5.367000E-7	1.100000E-6	4.879091E-1
2.070000E+2	5.473000E-7	1.106000E-6	4.948463E-1
2.092500E+2	5.210000E-7	1.018000E-6	5.117878E-1
2.115000E+2	4.511000E-7	8.750000E-7	5.155429E-1
2.137500E+2	4.656000E-7	9.120000E-7	5.105263E-1
2.160000E+2	6.500000E-7	1.277000E-6	5.090055E-1
2.182500E+2	6.599000E-7	1.285000E-6	5.135409E-1
2.205000E+2	5.609000E-7	1.121000E-6	5.003568E-1
2.227500E+2	3.496000E-7	6.760000E-7	5.171598E-1
2.250000E+2	5.696000E-7	1.086000E-6	5.244936E-1
2.272500E+2	4.571000E-7	8.620000E-7	5.302784E-1
2.295000E+2	5.793000E-7	1.114000E-6	5.200180E-1
2.317500E+2	4.944000E-7	9.330000E-7	5.299035E-1
2.340000E+2	6.354000E-7	1.217000E-6	5.221035E-1
2.362500E+2	5.746000E-7	1.067000E-6	5.385192E-1
2.385000E+2	6.084000E-7	1.149000E-6	5.295039E-1
2.407500E+2	6.276000E-7	1.191000E-6	5.269521E-1
2.430000E+2	6.829000E-7	1.287000E-6	5.306138E-1
2.452500E+2	7.198000E-7	1.391000E-6	5.174694E-1
2.475000E+2	6.397000E-7	1.200000E-6	5.330833E-1
2.497500E+2	7.021000E-7	1.344000E-6	5.223958E-1
2.520000E+2	6.843000E-7	1.276000E-6	5.362853E-1
2.542500E+2	6.460000E-7	1.201000E-6	5.378851E-1
2.565000E+2	6.855000E-7	1.292000E-6	5.305728E-1
2.587500E+2	6.868000E-7	1.295000E-6	5.303475E-1
2.610000E+2	6.312000E-7	1.187000E-6	5.317607E-1
2.632500E+2	5.904000E-7	1.090000E-6	5.416514E-1
2.655000E+2	6.672000E-7	1.238000E-6	5.389338E-1
2.677500E+2	7.258000E-7	1.370000E-6	5.297810E-1
