 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	1.666000E-7	1.027000E-6	1.622201E-1
2.250000E+0	1.623000E-7	1.010000E-6	1.606931E-1
4.500000E+0	1.573000E-7	9.900000E-7	1.588889E-1
6.750000E+0	1.575000E-7	9.750000E-7	1.615385E-1
9.000000E+0	1.590000E-7	9.910000E-7	1.604440E-1
1.125000E+1	1.666000E-7	1.035000E-6	1.609662E-1
1.350000E+1	1.661000E-7	1.019000E-6	1.630029E-1
1.575000E+1	1.424000E-7	8.790000E-7	1.620023E-1
1.800000E+1	1.566000E-7	9.810000E-7	1.596330E-1
2.025000E+1	1.682000E-7	1.026000E-6	1.639376E-1
2.250000E+1	1.534000E-7	9.540000E-7	1.607966E-1
2.475000E+1	1.391000E-7	8.690000E-7	1.600690E-1
2.700000E+1	1.569000E-7	9.680000E-7	1.620868E-1
2.925000E+1	1.367000E-7	8.610000E-7	1.587689E-1
3.150000E+1	1.490000E-7	9.160000E-7	1.626638E-1
3.375000E+1	1.548000E-7	9.610000E-7	1.610822E-1
3.600000E+1	1.656000E-7	1.017000E-6	1.628319E-1
3.825000E+1	1.449000E-7	8.950000E-7	1.618994E-1
4.050000E+1	1.483000E-7	9.190000E-7	1.613711E-1
4.275000E+1	1.386000E-7	8.670000E-7	1.598616E-1
4.500000E+1	1.422000E-7	8.910000E-7	1.595960E-1
4.725000E+1	1.593000E-7	9.650000E-7	1.650777E-1
4.950000E+1	1.619000E-7	9.830000E-7	1.646999E-1
5.175000E+1	1.513000E-7	9.380000E-7	1.613006E-1
5.400000E+1	1.467000E-7	9.070000E-7	1.617420E-1
5.625000E+1	1.472000E-7	9.170000E-7	1.605234E-1
5.850000E+1	1.371000E-7	8.490000E-7	1.614841E-1
6.075000E+1	1.550000E-7	9.470000E-7	1.636748E-1
6.300000E+1	1.514000E-7	9.420000E-7	1.607219E-1
6.525000E+1	1.431000E-7	8.740000E-7	1.637300E-1
6.750000E+1	1.490000E-7	9.200000E-7	1.619565E-1
6.975000E+1	1.494000E-7	9.270000E-7	1.611650E-1
7.200000E+1	1.490000E-7	9.310000E-7	1.600430E-1
7.425000E+1	1.471000E-7	9.120000E-7	1.612939E-1
7.650000E+1	1.437000E-7	8.880000E-7	1.618243E-1
7.875000E+1	1.621000E-7	1.021000E-6	1.587659E-1
8.100000E+1	1.645000E-7	1.041000E-6	1.580211E-1
8.325000E+1	1.678000E-7	1.070000E-6	1.568224E-1
8.550000E+1	1.609000E-7	1.024000E-6	1.571289E-1
8.775000E+1	1.549000E-7	1.007000E-6	1.538232E-1
9.000000E+1	1.568000E-7	1.023000E-6	1.532747E-1
9.225000E+1	1.577000E-7	1.061000E-6	1.486334E-1
9.450000E+1	1.577000E-7	1.085000E-6	1.453456E-1
9.675000E+1	1.556000E-7	1.085000E-6	1.434101E-1
9.900000E+1	1.499000E-7	1.072000E-6	1.398321E-1
1.012500E+2	1.497000E-7	1.115000E-6	1.342601E-1
1.035000E+2	1.456000E-7	1.125000E-6	1.294222E-1
1.057500E+2	1.387000E-7	1.112000E-6	1.247302E-1
1.080000E+2	1.316000E-7	1.089000E-6	1.208448E-1
1.102500E+2	1.284000E-7	1.127000E-6	1.139308E-1
1.125000E+2	1.217000E-7	1.137000E-6	1.070361E-1
1.147500E+2	1.168000E-7	1.104000E-6	1.057971E-1
1.170000E+2	1.158000E-7	1.112000E-6	1.041367E-1
1.192500E+2	1.184000E-7	1.133000E-6	1.045013E-1
1.215000E+2	1.248000E-7	1.116000E-6	1.118280E-1
1.237500E+2	1.327000E-7	1.139000E-6	1.165057E-1
1.260000E+2	1.377000E-7	1.119000E-6	1.230563E-1
1.282500E+2	1.398000E-7	1.098000E-6	1.273224E-1
1.305000E+2	1.439000E-7	1.081000E-6	1.331175E-1
1.327500E+2	1.495000E-7	1.123000E-6	1.331256E-1
1.350000E+2	1.548000E-7	1.131000E-6	1.368700E-1
1.372500E+2	1.597000E-7	1.140000E-6	1.400877E-1
1.395000E+2	1.678000E-7	1.187000E-6	1.413648E-1
1.417500E+2	1.690000E-7	1.160000E-6	1.456897E-1
1.440000E+2	1.676000E-7	1.128000E-6	1.485816E-1
1.462500E+2	1.689000E-7	1.129000E-6	1.496014E-1
1.485000E+2	1.699000E-7	1.133000E-6	1.499559E-1
1.507500E+2	1.663000E-7	1.123000E-6	1.480855E-1
1.530000E+2	1.543000E-7	1.072000E-6	1.439366E-1
1.552500E+2	1.545000E-7	1.082000E-6	1.427911E-1
1.575000E+2	1.652000E-7	1.079000E-6	1.531047E-1
1.597500E+2	1.594000E-7	1.031000E-6	1.546072E-1
1.620000E+2	1.763000E-7	1.100000E-6	1.602727E-1
1.642500E+2	1.740000E-7	1.058000E-6	1.644612E-1
1.665000E+2	1.715000E-7	1.065000E-6	1.610329E-1
1.687500E+2	1.674000E-7	9.970000E-7	1.679037E-1
1.710000E+2	1.756000E-7	1.049000E-6	1.673975E-1
1.732500E+2	1.838000E-7	1.087000E-6	1.690892E-1
1.755000E+2	1.791000E-7	1.059000E-6	1.691218E-1
1.777500E+2	1.823000E-7	1.071000E-6	1.702148E-1
1.800000E+2	1.659000E-7	9.890000E-7	1.677452E-1
1.822500E+2	1.731000E-7	1.011000E-6	1.712166E-1
1.845000E+2	1.737000E-7	1.021000E-6	1.701273E-1
1.867500E+2	1.674000E-7	9.790000E-7	1.709908E-1
1.890000E+2	1.473000E-7	8.820000E-7	1.670068E-1
1.912500E+2	1.811000E-7	1.042000E-6	1.738004E-1
1.935000E+2	1.826000E-7	1.045000E-6	1.747368E-1
1.957500E+2	1.714000E-7	9.870000E-7	1.736575E-1
1.980000E+2	1.635000E-7	9.370000E-7	1.744931E-1
2.002500E+2	1.707000E-7	9.730000E-7	1.754368E-1
2.025000E+2	1.851000E-7	1.041000E-6	1.778098E-1
2.047500E+2	1.739000E-7	9.790000E-7	1.776302E-1
2.070000E+2	1.836000E-7	1.035000E-6	1.773913E-1
2.092500E+2	1.746000E-7	9.910000E-7	1.761857E-1
2.115000E+2	1.658000E-7	9.360000E-7	1.771368E-1
2.137500E+2	1.809000E-7	1.017000E-6	1.778761E-1
2.160000E+2	1.801000E-7	1.017000E-6	1.770895E-1
2.182500E+2	1.714000E-7	9.720000E-7	1.763374E-1
2.205000E+2	1.612000E-7	9.210000E-7	1.750271E-1
2.227500E+2	1.818000E-7	1.019000E-6	1.784102E-1
2.250000E+2	1.845000E-7	1.024000E-6	1.801758E-1
2.272500E+2	1.677000E-7	9.240000E-7	1.814935E-1
2.295000E+2	1.691000E-7	9.620000E-7	1.757796E-1
2.317500E+2	1.473000E-7	8.260000E-7	1.783293E-1
2.340000E+2	1.653000E-7	9.290000E-7	1.779333E-1
2.362500E+2	1.609000E-7	9.070000E-7	1.773980E-1
2.385000E+2	1.659000E-7	9.130000E-7	1.817087E-1
2.407500E+2	1.706000E-7	9.370000E-7	1.820704E-1
2.430000E+2	1.699000E-7	9.490000E-7	1.790306E-1
2.452500E+2	1.754000E-7	9.820000E-7	1.786151E-1
2.475000E+2	1.538000E-7	8.630000E-7	1.782155E-1
2.497500E+2	1.702000E-7	9.390000E-7	1.812567E-1
2.520000E+2	1.653000E-7	9.190000E-7	1.798694E-1
2.542500E+2	1.663000E-7	9.160000E-7	1.815502E-1
2.565000E+2	1.639000E-7	8.970000E-7	1.827202E-1
2.587500E+2	1.384000E-7	7.870000E-7	1.758577E-1
2.610000E+2	1.726000E-7	9.480000E-7	1.820675E-1
2.632500E+2	1.714000E-7	9.450000E-7	1.813757E-1
2.655000E+2	1.453000E-7	8.100000E-7	1.793827E-1
2.677500E+2	1.559000E-7	8.660000E-7	1.800231E-1
