  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	5.390000E-8	1.115000E-6	4.834081E-2	2.613084E-1
2.250000E+0	5.280000E-8	1.104000E-6	4.782609E-2	2.671740E-1
4.500000E+0	5.040000E-8	1.071000E-6	4.705882E-2	2.543982E-1
6.750000E+0	5.160000E-8	1.061000E-6	4.863336E-2	2.660925E-1
9.000000E+0	5.320000E-8	1.098000E-6	4.845173E-2	2.711725E-1
1.125000E+1	5.530000E-8	1.131000E-6	4.889478E-2	2.729011E-1
1.350000E+1	5.450000E-8	1.136000E-6	4.797535E-2	2.750298E-1
1.575000E+1	5.090000E-8	1.071000E-6	4.752568E-2	2.652910E-1
1.800000E+1	5.020000E-8	1.044000E-6	4.808429E-2	2.556826E-1
2.025000E+1	4.340000E-8	9.910000E-7	4.379415E-2	2.304309E-1
2.250000E+1	4.430000E-8	9.880000E-7	4.483806E-2	2.427252E-1
2.475000E+1	5.460000E-8	1.091000E-6	5.004583E-2	2.653487E-1
2.700000E+1	3.710000E-8	8.810000E-7	4.211124E-2	2.276746E-1
2.925000E+1	4.280000E-8	9.540000E-7	4.486373E-2	2.453673E-1
3.150000E+1	4.180000E-8	9.710000E-7	4.304840E-2	2.281109E-1
3.375000E+1	4.900000E-8	1.045000E-6	4.688995E-2	2.484503E-1
3.600000E+1	4.410000E-8	9.920000E-7	4.445565E-2	2.428289E-1
3.825000E+1	5.110000E-8	1.082000E-6	4.722736E-2	2.507244E-1
4.050000E+1	5.940000E-8	1.191000E-6	4.987406E-2	2.688663E-1
4.275000E+1	4.920000E-8	1.062000E-6	4.632768E-2	2.423261E-1
4.500000E+1	5.320000E-8	1.131000E-6	4.703802E-2	2.489017E-1
4.725000E+1	5.320000E-8	1.116000E-6	4.767025E-2	2.591420E-1
4.950000E+1	4.620000E-8	1.022000E-6	4.520548E-2	2.404638E-1
5.175000E+1	4.710000E-8	1.030000E-6	4.572816E-2	2.435839E-1
5.400000E+1	5.000000E-8	1.071000E-6	4.668534E-2	2.475050E-1
5.625000E+1	5.140000E-8	1.128000E-6	4.556738E-2	2.422010E-1
5.850000E+1	5.110000E-8	1.115000E-6	4.582960E-2	2.487555E-1
6.075000E+1	4.980000E-8	1.090000E-6	4.568807E-2	2.489178E-1
6.300000E+1	5.530000E-8	1.200000E-6	4.608333E-2	2.492880E-1
6.525000E+1	4.830000E-8	1.076000E-6	4.488848E-2	2.434629E-1
6.750000E+1	4.560000E-8	1.035000E-6	4.405797E-2	2.402963E-1
6.975000E+1	5.350000E-8	1.166000E-6	4.588336E-2	2.499265E-1
7.200000E+1	5.200000E-8	1.146000E-6	4.537522E-2	2.434510E-1
7.425000E+1	5.240000E-8	1.206000E-6	4.344942E-2	2.360559E-1
7.650000E+1	4.940000E-8	1.100000E-6	4.490909E-2	2.461765E-1
7.875000E+1	4.910000E-8	1.104000E-6	4.447464E-2	2.460648E-1
8.100000E+1	4.710000E-8	1.065000E-6	4.422535E-2	2.480020E-1
8.325000E+1	4.970000E-8	1.130000E-6	4.398230E-2	2.506308E-1
8.550000E+1	4.610000E-8	1.095000E-6	4.210046E-2	2.386075E-1
8.775000E+1	4.450000E-8	1.057000E-6	4.210028E-2	2.451059E-1
9.000000E+1	4.590000E-8	1.091000E-6	4.207149E-2	2.448403E-1
9.225000E+1	4.570000E-8	1.111000E-6	4.113411E-2	2.435087E-1
9.450000E+1	4.640000E-8	1.138000E-6	4.077329E-2	2.447365E-1
9.675000E+1	4.060000E-8	1.038000E-6	3.911368E-2	2.414169E-1
9.900000E+1	3.680000E-8	9.720000E-7	3.786008E-2	2.369367E-1
1.012500E+2	3.640000E-8	9.710000E-7	3.748713E-2	2.428244E-1
1.035000E+2	4.020000E-8	1.107000E-6	3.631436E-2	2.296391E-1
1.057500E+2	3.630000E-8	1.054000E-6	3.444023E-2	2.305163E-1
1.080000E+2	3.340000E-8	1.032000E-6	3.236434E-2	2.321838E-1
1.102500E+2	3.490000E-8	1.035000E-6	3.371981E-2	2.508396E-1
1.125000E+2	3.470000E-8	1.132000E-6	3.065371E-2	2.203677E-1
1.147500E+2	3.300000E-8	1.080000E-6	3.055556E-2	2.296532E-1
1.170000E+2	3.260000E-8	9.430000E-7	3.457052E-2	2.653693E-1
1.192500E+2	3.260000E-8	9.530000E-7	3.420776E-2	2.702517E-1
1.215000E+2	3.240000E-8	8.960000E-7	3.616071E-2	2.688529E-1
1.237500E+2	2.970000E-8	8.070000E-7	3.680297E-2	2.589839E-1
1.260000E+2	3.570000E-8	9.250000E-7	3.859459E-2	2.609324E-1
1.282500E+2	3.770000E-8	1.010000E-6	3.732673E-2	2.428548E-1
1.305000E+2	4.080000E-8	1.037000E-6	3.934426E-2	2.474881E-1
1.327500E+2	4.090000E-8	1.008000E-6	4.057540E-2	2.568063E-1
1.350000E+2	3.740000E-8	9.360000E-7	3.995726E-2	2.431186E-1
1.372500E+2	4.280000E-8	9.910000E-7	4.318870E-2	2.596479E-1
1.395000E+2	4.010000E-8	9.720000E-7	4.125514E-2	2.440343E-1
1.417500E+2	3.270000E-8	8.200000E-7	3.987805E-2	2.388404E-1
1.440000E+2	3.950000E-8	9.140000E-7	4.321663E-2	2.507600E-1
1.462500E+2	4.050000E-8	9.470000E-7	4.276663E-2	2.462679E-1
1.485000E+2	4.370000E-8	9.470000E-7	4.614572E-2	2.708371E-1
1.507500E+2	3.830000E-8	8.510000E-7	4.500588E-2	2.719415E-1
1.530000E+2	4.780000E-8	1.008000E-6	4.742063E-2	2.817067E-1
1.552500E+2	3.880000E-8	8.870000E-7	4.374295E-2	2.580077E-1
1.575000E+2	4.160000E-8	9.360000E-7	4.444444E-2	2.473625E-1
1.597500E+2	4.670000E-8	9.930000E-7	4.702920E-2	2.577334E-1
1.620000E+2	4.220000E-8	9.460000E-7	4.460888E-2	2.430686E-1
1.642500E+2	4.680000E-8	9.720000E-7	4.814815E-2	2.534485E-1
1.665000E+2	5.010000E-8	1.001000E-6	5.004995E-2	2.680510E-1
1.687500E+2	4.530000E-8	9.340000E-7	4.850107E-2	2.583771E-1
1.710000E+2	4.510000E-8	9.420000E-7	4.787686E-2	2.511999E-1
1.732500E+2	5.440000E-8	1.056000E-6	5.151515E-2	2.759074E-1
1.755000E+2	4.940000E-8	9.830000E-7	5.025432E-2	2.601166E-1
1.777500E+2	5.040000E-8	9.830000E-7	5.127162E-2	2.613847E-1
1.800000E+2	5.010000E-8	9.670000E-7	5.180972E-2	2.667909E-1
1.822500E+2	4.640000E-8	9.410000E-7	4.930925E-2	2.556308E-1
1.845000E+2	5.620000E-8	1.076000E-6	5.223048E-2	2.692376E-1
1.867500E+2	5.030000E-8	9.920000E-7	5.070565E-2	2.556400E-1
