 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	1.877000E-7	9.890000E-7	1.897877E-1
2.250000E+0	1.866000E-7	9.900000E-7	1.884848E-1
4.500000E+0	1.935000E-7	1.013000E-6	1.910168E-1
6.750000E+0	1.888000E-7	1.020000E-6	1.850980E-1
9.000000E+0	1.900000E-7	1.010000E-6	1.881188E-1
1.125000E+1	1.841000E-7	9.750000E-7	1.888205E-1
1.350000E+1	1.975000E-7	1.032000E-6	1.913760E-1
1.575000E+1	1.805000E-7	9.650000E-7	1.870466E-1
1.800000E+1	1.964000E-7	1.034000E-6	1.899420E-1
2.025000E+1	1.910000E-7	9.970000E-7	1.915747E-1
2.250000E+1	1.891000E-7	9.960000E-7	1.898594E-1
2.475000E+1	1.745000E-7	9.560000E-7	1.825314E-1
2.700000E+1	1.903000E-7	9.960000E-7	1.910643E-1
2.925000E+1	1.847000E-7	9.840000E-7	1.877033E-1
3.150000E+1	2.078000E-7	1.084000E-6	1.916974E-1
3.375000E+1	1.936000E-7	1.023000E-6	1.892473E-1
3.600000E+1	1.942000E-7	1.018000E-6	1.907662E-1
3.825000E+1	1.800000E-7	9.560000E-7	1.882845E-1
4.050000E+1	1.957000E-7	1.022000E-6	1.914873E-1
4.275000E+1	2.059000E-7	1.062000E-6	1.938795E-1
4.500000E+1	2.056000E-7	1.080000E-6	1.903704E-1
4.725000E+1	1.935000E-7	1.007000E-6	1.921549E-1
4.950000E+1	2.078000E-7	1.071000E-6	1.940243E-1
5.175000E+1	2.051000E-7	1.047000E-6	1.958930E-1
5.400000E+1	2.028000E-7	1.049000E-6	1.933270E-1
5.625000E+1	2.098000E-7	1.106000E-6	1.896926E-1
5.850000E+1	2.034000E-7	1.042000E-6	1.952015E-1
6.075000E+1	1.981000E-7	1.048000E-6	1.890267E-1
6.300000E+1	2.058000E-7	1.051000E-6	1.958135E-1
6.525000E+1	1.957000E-7	1.005000E-6	1.947264E-1
6.750000E+1	1.618000E-7	8.610000E-7	1.879210E-1
6.975000E+1	1.884000E-7	9.880000E-7	1.906883E-1
7.200000E+1	1.985000E-7	1.023000E-6	1.940371E-1
7.425000E+1	2.028000E-7	1.045000E-6	1.940670E-1
7.650000E+1	2.101000E-7	1.073000E-6	1.958062E-1
7.875000E+1	1.878000E-7	9.650000E-7	1.946114E-1
8.100000E+1	1.955000E-7	1.006000E-6	1.943340E-1
8.325000E+1	2.004000E-7	1.049000E-6	1.910391E-1
8.550000E+1	1.949000E-7	1.016000E-6	1.918307E-1
8.775000E+1	2.008000E-7	1.040000E-6	1.930769E-1
9.000000E+1	1.766000E-7	9.420000E-7	1.874735E-1
9.225000E+1	1.927000E-7	9.980000E-7	1.930862E-1
9.450000E+1	2.072000E-7	1.087000E-6	1.906164E-1
9.675000E+1	1.884000E-7	9.700000E-7	1.942268E-1
