  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	4.470000E-8	1.019000E-6	4.386654E-2	2.704138E-1
2.250000E+0	4.130000E-8	9.890000E-7	4.175935E-2	2.598703E-1
4.500000E+0	4.310000E-8	1.001000E-6	4.305694E-2	2.709878E-1
6.750000E+0	4.410000E-8	1.010000E-6	4.366337E-2	2.702970E-1
9.000000E+0	4.350000E-8	1.010000E-6	4.306931E-2	2.684383E-1
1.125000E+1	4.610000E-8	1.071000E-6	4.304388E-2	2.674095E-1
1.350000E+1	4.570000E-8	1.071000E-6	4.267040E-2	2.617769E-1
1.575000E+1	4.540000E-8	1.059000E-6	4.287063E-2	2.646298E-1
1.800000E+1	4.700000E-8	1.071000E-6	4.388422E-2	2.749069E-1
2.025000E+1	4.800000E-8	1.093000E-6	4.391583E-2	2.678813E-1
2.250000E+1	5.060000E-8	1.098000E-6	4.608379E-2	2.865967E-1
2.475000E+1	4.910000E-8	1.090000E-6	4.504587E-2	2.814153E-1
2.700000E+1	4.650000E-8	1.076000E-6	4.321561E-2	2.666202E-1
2.925000E+1	4.390000E-8	1.065000E-6	4.122066E-2	2.596268E-1
3.150000E+1	4.620000E-8	1.062000E-6	4.350282E-2	2.674402E-1
3.375000E+1	4.190000E-8	1.040000E-6	4.028846E-2	2.501112E-1
3.600000E+1	4.490000E-8	1.049000E-6	4.280267E-2	2.628642E-1
3.825000E+1	5.070000E-8	1.093000E-6	4.638609E-2	2.865118E-1
4.050000E+1	4.810000E-8	1.117000E-6	4.306177E-2	2.668494E-1
4.275000E+1	4.730000E-8	1.078000E-6	4.387755E-2	2.744721E-1
4.500000E+1	4.810000E-8	1.100000E-6	4.372727E-2	2.739873E-1
4.725000E+1	4.790000E-8	1.109000E-6	4.319206E-2	2.616468E-1
4.950000E+1	4.700000E-8	1.114000E-6	4.219031E-2	2.561647E-1
5.175000E+1	4.510000E-8	1.067000E-6	4.226804E-2	2.620451E-1
5.400000E+1	4.950000E-8	1.108000E-6	4.467509E-2	2.762120E-1
5.625000E+1	4.640000E-8	1.093000E-6	4.245197E-2	2.644596E-1
5.850000E+1	4.940000E-8	1.158000E-6	4.265976E-2	2.641731E-1
6.075000E+1	4.900000E-8	1.158000E-6	4.231434E-2	2.585269E-1
6.300000E+1	5.030000E-8	1.154000E-6	4.358752E-2	2.711985E-1
6.525000E+1	4.760000E-8	1.142000E-6	4.168126E-2	2.545732E-1
6.750000E+1	4.890000E-8	1.168000E-6	4.186644E-2	2.585042E-1
6.975000E+1	4.930000E-8	1.174000E-6	4.199319E-2	2.605601E-1
7.200000E+1	4.630000E-8	1.171000E-6	3.953886E-2	2.470515E-1
7.425000E+1	4.560000E-8	1.168000E-6	3.904110E-2	2.420495E-1
7.650000E+1	4.550000E-8	1.166000E-6	3.902230E-2	2.411399E-1
7.875000E+1	4.680000E-8	1.152000E-6	4.062500E-2	2.558799E-1
8.100000E+1	4.490000E-8	1.169000E-6	3.840890E-2	2.430618E-1
8.325000E+1	4.460000E-8	1.181000E-6	3.776461E-2	2.408113E-1
