 Z(mm) 	  Channel-A 	  Channel-B	  A/B	
0.000000E+0	8.316000E-7	1.484000E-6	5.603774E-1
2.250000E+0	8.081000E-7	1.468000E-6	5.504768E-1
4.500000E+0	8.220000E-7	1.497000E-6	5.490982E-1
6.750000E+0	7.753000E-7	1.419000E-6	5.463707E-1
9.000000E+0	7.889000E-7	1.457000E-6	5.414550E-1
1.125000E+1	7.839000E-7	1.456000E-6	5.383929E-1
1.350000E+1	7.857000E-7	1.464000E-6	5.366803E-1
1.575000E+1	7.821000E-7	2.098000E-6	3.727836E-1
1.800000E+1	7.921000E-7	1.498000E-6	5.287717E-1
2.025000E+1	7.714000E-7	1.454000E-6	5.305365E-1
2.250000E+1	7.858000E-7	1.506000E-6	5.217795E-1
2.475000E+1	7.573000E-7	1.463000E-6	5.176350E-1
2.700000E+1	7.626000E-7	1.462000E-6	5.216142E-1
2.925000E+1	7.517000E-7	1.463000E-6	5.138072E-1
3.150000E+1	7.505000E-7	1.499000E-6	5.006671E-1
3.375000E+1	7.315000E-7	1.463000E-6	5.000000E-1
3.600000E+1	7.214000E-7	1.455000E-6	4.958076E-1
3.825000E+1	7.222000E-7	1.487000E-6	4.856759E-1
4.050000E+1	7.128000E-7	1.481000E-6	4.812964E-1
4.275000E+1	7.001000E-7	1.453000E-6	4.818307E-1
4.500000E+1	7.004000E-7	1.485000E-6	4.716498E-1
4.725000E+1	6.662000E-7	1.430000E-6	4.658741E-1
4.950000E+1	6.700000E-7	1.466000E-6	4.570259E-1
5.175000E+1	6.483000E-7	1.428000E-6	4.539916E-1
5.400000E+1	6.540000E-7	1.470000E-6	4.448980E-1
5.625000E+1	6.382000E-7	1.478000E-6	4.317997E-1
5.850000E+1	6.372000E-7	1.508000E-6	4.225464E-1
6.075000E+1	6.255000E-7	1.488000E-6	4.203629E-1
6.300000E+1	6.080000E-7	1.510000E-6	4.026490E-1
6.525000E+1	6.028000E-7	1.522000E-6	3.960578E-1
6.750000E+1	5.928000E-7	1.536000E-6	3.859375E-1
6.975000E+1	5.688000E-7	1.488000E-6	3.822581E-1
7.200000E+1	5.476000E-7	1.461000E-6	3.748118E-1
7.425000E+1	5.433000E-7	1.497000E-6	3.629259E-1
