  Z(mm) 	  Channel-A 	  Channel-B	  A/B	 Close/open	
0.000000E+0	1.113000E-7	1.454000E-6	7.654746E-2	1.607323E-1
2.250000E+0	1.004000E-7	1.249000E-6	8.038431E-2	1.728391E-1
4.500000E+0	9.110000E-8	1.145000E-6	7.956332E-2	1.726844E-1
6.750000E+0	1.207000E-7	1.606000E-6	7.515567E-2	1.560780E-1
9.000000E+0	9.650000E-8	1.239000E-6	7.788539E-2	1.710716E-1
1.125000E+1	1.053000E-7	1.405000E-6	7.494662E-2	1.638916E-1
1.350000E+1	9.790000E-8	1.244000E-6	7.869775E-2	1.708760E-1
1.575000E+1	9.740000E-8	1.271000E-6	7.663257E-2	1.688371E-1
1.800000E+1	8.530000E-8	1.109000E-6	7.691614E-2	1.646861E-1
2.025000E+1	1.059000E-7	1.408000E-6	7.521307E-2	1.633596E-1
2.250000E+1	9.520000E-8	1.251000E-6	7.609912E-2	1.659490E-1
2.475000E+1	1.013000E-7	1.346000E-6	7.526003E-2	1.607667E-1
2.700000E+1	1.090000E-7	1.524000E-6	7.152231E-2	1.555510E-1
2.925000E+1	1.045000E-7	1.401000E-6	7.458958E-2	1.609800E-1
3.150000E+1	9.600000E-8	1.297000E-6	7.401696E-2	1.645076E-1
3.375000E+1	9.460000E-8	1.302000E-6	7.265745E-2	1.627972E-1
3.600000E+1	8.920000E-8	1.231000E-6	7.246141E-2	1.622870E-1
3.825000E+1	9.360000E-8	1.327000E-6	7.053504E-2	1.575465E-1
4.050000E+1	9.130000E-8	1.304000E-6	7.001534E-2	1.599646E-1
4.275000E+1	8.890000E-8	1.260000E-6	7.055556E-2	1.621979E-1
4.500000E+1	9.390000E-8	1.361000E-6	6.899339E-2	1.542037E-1
4.725000E+1	8.920000E-8	1.299000E-6	6.866821E-2	1.607605E-1
4.950000E+1	8.780000E-8	1.267000E-6	6.929755E-2	1.627913E-1
5.175000E+1	7.970000E-8	1.231000E-6	6.474411E-2	1.539227E-1
5.400000E+1	8.140000E-8	1.287000E-6	6.324786E-2	1.552197E-1
5.625000E+1	8.820000E-8	1.381000E-6	6.386676E-2	1.527744E-1
5.850000E+1	7.710000E-8	1.195000E-6	6.451883E-2	1.497370E-1
